"","id","faminc","incmiss","black","hisp","afqtpct","momcoll","dadcoll","female","f_dead","attend.college"
"1641",4252,8.654612,0,0,0,64.8269,1,1,1,0,1
"1645",4283,2.676684,0,0,0,15.75514,0,0,1,0,0
"1650",4299,4.46114,0,0,0,80.43151,0,0,0,0,1
"1654",4305,4.21200225678271,1,0,0,14.07426,0,0,1,0,0
"1659",4317,4.46114,0,1,0,20.87306,0,0,0,0,1
"1666",4327,3.094247,0,0,0,87.10487,0,0,0,0,1
"1669",4334,4.314815,0,0,0,47.26543,0,0,0,1,0
"1674",4348,5.353368,0,0,0,66.08128,1,0,0,0,0
"1682",4390,2.587461,0,0,0,38.63522,0,0,0,0,0
"1687",4408,8.030051,0,0,0,77.87256,1,1,1,0,1
"1689",4411,8.030051,0,0,0,49.09684,0,1,1,0,1
"1694",4420,6.245596,0,0,1,25.38886,0,1,0,0,0
"1699",4437,4.21200225678271,1,0,0,99.97491,1,1,1,0,1
"1701",4440,12.96704,0,0,0,42.52383,0,1,1,0,1
"1702",4444,6.602487,0,0,0,11.49022,0,0,1,0,0
"1704",4448,6.352664,0,0,0,86.27697,0,0,0,0,1
"1705",4451,7.137824,0,0,0,45.86051,0,1,1,0,0
"1709",4467,4.21200225678271,1,0,0,14.87707,0,0,0,0,0
"1712",4473,3.568912,0,0,0,3.712995,0,0,1,0,0
"1715",4488,4.282694,0,0,0,95.60963,0,0,1,0,0
"1719",4509,8.922279,0,0,0,88.76067,1,1,0,0,1
"1720",4515,5.615326,0,0,0,64.02409,1,0,0,0,1
"1721",4518,3.112048,0,0,0,36.85399,0,0,0,0,0
"1726",4533,4.21200225678271,1,0,1,45.76016,0,0,1,0,1
"1732",4548,7.137824,0,0,0,87.18013,0,0,0,0,1
"1733",4549,5.353368,0,0,0,54.3151,0,1,0,0,1
"1735",4552,5.353368,0,0,0,79.80431,0,0,0,0,0
"1747",4586,2.168114,0,0,0,90.16558,1,0,0,0,0
"1750",4600,12.49119,0,0,0,82.26292,0,0,1,0,1
"1753",4613,4.46114,0,0,0,72.07727,1,1,1,0,1
"1757",4623,4.193471,0,0,0,17.61164,0,0,0,0,0
"1761",4632,5.710259,0,0,0,76.24184,1,1,1,0,1
"1763",4640,2.766265,0,0,0,32.68941,0,0,0,0,0
"1764",4642,9.100725,0,0,0,59.75916,0,1,0,0,1
"1766",4648,8.922279,0,0,0,82.06222,0,0,0,0,1
"1768",4651,10.70674,0,0,0,62.51882,0,0,1,0,0
"1775",4669,7.137824,0,0,0,27.69694,0,1,0,0,1
"1776",4670,4.21200225678271,1,0,0,26.49272,0,0,1,1,0
"1779",4678,7.137824,0,0,0,25.3136,0,0,1,0,0
"1783",4692,13.3836,0,0,0,92.47366,1,1,1,0,1
"1785",4698,8.922279,0,0,0,87.15504,1,0,0,0,1
"1798",4740,4.840964,0,0,0,53.56247,0,0,0,0,0
"1799",4747,3.838192,0,0,0,14.97742,0,0,0,0,0
"1803",4757,6.531843,0,0,0,86.35223,0,1,1,0,1
"1805",4760,4.21200225678271,1,0,0,93.40191,1,1,0,0,1
"1807",4765,7.316269,0,0,0,64.07426,0,0,0,0,0
"1815",4790,6.56988,0,0,0,49.29754,0,0,1,0,0
"1817",4794,5.353368,0,0,0,70.84797,0,0,0,0,1
"1818",4795,5.174922,0,0,0,89.23734,0,0,1,0,1
"1821",4803,4.639585,0,0,0,94.02911,0,0,1,0,1
"1826",4813,3.925803,0,0,0,69.09182,1,1,0,0,0
"1827",4816,2.141347,0,0,0,94.10437,0,0,0,0,1
"1828",4821,4.282694,0,0,0,98.29403,1,0,1,1,1
"1833",4830,6.742771,0,0,0,94.60612,1,1,0,0,1
"1838",4839,5.353368,0,0,0,61.76618,1,0,1,0,1
"1840",4844,5.888705,0,0,0,30.35625,0,0,1,0,0
"1845",4850,2.593374,0,0,0,15.45409,0,0,0,0,0
"1850",4855,2.498238,0,0,0,70.77271,0,0,0,1,0
"1855",4865,5.58267,0,0,0,67.73708,0,0,1,0,1
"1863",4886,6.110869,0,0,0,85.75013,0,0,1,0,1
"1865",4895,5.710259,0,0,0,78.8008,0,1,0,0,1
"1870",4908,4.21200225678271,1,0,0,41.67085,0,1,0,0,1
"1871",4910,2.676684,0,0,0,36.8289,0,0,1,0,1
"1874",4913,1.249119,0,0,0,63.29654,0,0,0,0,0
"1875",4922,5.710259,0,0,0,51.15404,0,1,1,0,1
"1876",4927,5.621037,0,0,0,83.59258,0,0,1,0,1
"1878",4931,5.174922,0,0,0,78.87607,0,0,1,0,1
"1881",4942,1.556024,0,0,0,22.02709,0,0,0,0,0
"1886",4955,4.425451,0,0,0,69.31761,0,0,1,0,0
"1887",4956,4.149398,0,0,0,71.72604,0,0,1,0,1
"1889",4962,5.531813,0,0,0,77.47115,0,0,1,0,0
"1893",4971,6.915662,0,0,1,11.69092,0,0,1,0,0
"1896",4976,4.21200225678271,1,0,0,85.67487,0,0,1,0,1
"1897",4979,8.922279,0,0,1,74.46062,0,0,0,0,1
"1898",4981,3.568912,0,0,1,27.74712,0,0,1,0,0
"1903",4991,6.780933,0,0,1,73.73307,0,1,1,0,1
"1912",5012,13.38342,0,0,0,93.35173,1,1,0,0,1
"1918",5031,5.353368,0,0,0,59.83442,0,1,0,0,1
"1922",5038,12.96704,0,0,0,73.48219,0,1,1,0,1
"1923",5039,4.21200225678271,1,0,0,64.17461,0,1,0,0,1
"1925",5043,9.992953,0,1,0,42.84998,1,0,1,0,1
"1927",5051,6.538586,0,0,0,79.70396,0,0,0,0,0
"1932",5062,4.21200225678271,1,0,0,68.33919,0,0,1,0,0
"1939",5085,2.087813,0,1,0,9.508279,0,0,1,0,0
"1941",5091,5.353368,0,0,0,67.71199,0,1,1,0,1
"1944",5095,3.747357,0,0,0,80.4566,0,1,0,0,1
"1951",5106,4.671349,0,0,0,30.43151,0,0,0,0,0
"1953",5110,8.922279,0,0,0,52.10738,0,0,1,0,0
"1960",5129,2.526968,0,0,0,84.32012,0,0,0,0,1
"1961",5130,3.260201,0,0,0,10.01004,0,0,0,0,0
"1965",5146,3.568912,0,0,0,5.143001,0,0,0,0,0
"1966",5155,2.939157,0,0,0,55.39388,0,0,1,0,0
"1968",5157,5.353368,0,0,0,38.6854,0,0,1,0,0
"1970",5163,4.21200225678271,1,0,0,88.86102,0,1,1,0,0
"1972",5166,4.550363,0,0,0,95.08279,1,1,0,0,1
"1974",5169,8.208498,0,0,0,69.16708,0,0,1,0,1
"1978",5180,4.46114,0,0,0,57.85248,0,0,1,0,0
"1979",5183,3.568912,0,0,0,56.82389,1,1,1,0,1
"1980",5185,4.46114,0,0,0,90.91821,0,0,0,0,1
"1983",5194,7.851606,0,0,0,79.57852,0,0,0,0,0
"1987",5203,4.21200225678271,1,0,1,4.716508,0,0,0,0,1
"1988",5205,5.353368,0,0,0,70.87305,1,1,0,0,1
"1990",5211,2.766265,0,0,0,12.61917,0,0,0,0,0
"1997",5232,4.21200225678271,1,0,0,8.855996,0,0,1,0,0
"1999",5235,2.676684,0,0,0,18.81586,0,0,0,0,1
"2005",5250,6.245596,0,0,0,93.92875,1,1,0,0,1
"2006",5253,2.319793,0,0,0,43.60261,0,0,1,0,1
"2011",5278,0.6846506,0,0,0,27.87255,0,0,0,0,0
"2014",5291,0.5353368,0,0,0,14.55093,0,1,0,0,0
"2016",5293,1.058961,0,0,0,22.67938,0,0,1,1,0
"2018",5298,5.710259,0,0,0,44.48068,0,0,1,0,0
"2019",5300,1.962902,0,0,0,54.29002,0,1,0,0,1
"2023",5306,3.630723,0,0,0,36.10136,0,0,0,0,0
"2025",5313,2.676684,0,0,0,60.88811,0,0,0,0,0
"2036",5344,6.245596,0,0,0,60.01003,0,1,0,0,1
"2039",5348,8.922279,0,0,0,74.4857,1,1,0,0,1
"2043",5357,1.64247,0,0,0,28.57501,0,0,0,0,0
"2046",5365,4.668072,0,0,0,22.70447,0,0,0,0,0
"2049",5370,4.21200225678271,1,0,0,24.31009,0,0,1,0,0
"2052",5374,5.353368,0,0,0,80.40642,1,1,1,0,1
"2055",5378,5.710259,0,0,0,49.32263,0,0,1,0,1
"2057",5381,4.818031,0,0,0,99.22227,0,0,1,0,0
"2060",5385,4.21200225678271,1,0,0,67.6869,0,0,1,0,0
"2067",5395,4.46114,0,0,0,67.78725,0,0,0,0,1
"2073",5408,5.353368,0,0,0,53.63773,0,0,1,0,0
"2075",5411,0.8030052,0,0,0,19.99498,0,0,0,0,0
"2084",5429,4.550363,0,0,0,84.89714,0,0,1,0,0
"2090",5440,3.568912,0,0,0,96.68841,1,1,0,0,0
"2094",5445,2.141347,0,0,0,39.56347,0,0,1,0,1
"2098",5454,7.494715,0,0,0,52.80983,0,0,1,0,0
"2099",5456,1.60601,0,0,0,18.13848,0,0,0,0,0
"2102",5463,1.60601,0,0,0,31.18414,0,0,0,1,0
"2103",5464,1.037349,0,1,0,15.07777,0,0,1,0,1
"2106",5471,1.516788,0,0,0,9.909684,0,0,1,0,0
"2111",5485,0.892228,0,1,0,28.47466,0,0,1,0,1
"2113",5500,3.568912,0,0,0,50.37632,0,1,0,0,1
"2120",5514,3.118515,0,0,0,51.10387,0,0,0,0,0
"2122",5518,1.898661,0,1,0,11.36478,0,0,1,0,1
"2127",5538,4.21200225678271,1,1,0,11.59057,0,0,0,0,0
"2128",5539,4.21200225678271,1,1,0,72.80482,0,0,0,0,0
"2134",5551,3.568912,0,0,0,17.6869,0,0,1,0,0
"2140",5569,2.676684,0,0,0,43.25138,1,0,0,0,0
"2149",5598,3.568912,0,0,0,47.24034,0,1,0,0,0
"2152",5607,2.141347,0,0,0,32.01204,0,0,0,0,0
"2154",5614,2.074699,0,1,0,15.47918,0,0,1,0,0
"2157",5621,2.247591,0,0,0,54.26493,0,0,0,0,1
"2158",5622,2.247591,0,0,0,42.47366,0,0,0,0,1
"2159",5630,2.110487,0,1,0,1.906673,0,0,0,0,0
"2162",5635,4.21200225678271,1,1,0,14.37531,0,0,0,0,0
"2169",5647,4.21200225678271,1,1,0,34.11942,0,0,1,0,0
"2172",5657,4.21200225678271,1,0,0,82.08731,0,1,1,0,1
"2178",5677,6.15494,0,0,0,58.78073,0,0,0,0,0
"2182",5711,3.568912,0,0,0,52.08229,0,0,0,0,1
"2186",5717,7.673161,0,0,0,53.01054,0,0,1,0,1
"2191",5727,4.21200225678271,1,0,1,21.62569,0,0,0,0,0
"2199",5746,3.747357,0,0,1,66.75866,0,1,1,0,0
"2203",5759,4.818031,0,0,1,94.58103,0,1,0,0,1
"2206",5766,4.21200225678271,1,0,1,20.62218,0,1,1,0,1
"2223",5843,0.3925803,0,0,1,66.78374,0,0,0,0,0
"2231",5862,4.21200225678271,1,0,1,30.98344,0,0,1,0,0
"2232",5863,2.141347,0,0,1,34.571,0,0,0,0,1
"2236",5871,4.21200225678271,1,0,1,11.9418,0,0,0,0,0
"2240",5877,0.2593374,0,0,1,7.250376,0,0,0,0,0
"2243",5885,4.21200225678271,1,0,1,28.49975,0,0,0,1,0
"2246",5898,4.21200225678271,1,1,0,31.96187,0,0,0,1,1
"2248",5903,13.3836,0,0,1,0.4766684,0,0,0,0,0
"2251",5910,1.070674,0,0,1,35.14802,0,0,0,0,0
"2256",5923,1.338342,0,1,0,46.38736,0,0,1,0,0
"2260",5939,4.21200225678271,1,1,0,46.36227,0,1,0,0,1
"2265",5955,0.5310541,0,1,0,29.95484,0,0,1,0,1
"2266",5957,4.21200225678271,1,1,0,10.93828,0,0,1,0,0
"2267",5963,0.7904602,0,0,1,10.23583,0,0,1,0,0
"2271",5977,5.442591,0,1,0,13.97391,0,1,1,0,0
"2276",5987,8.922279,0,1,0,51.90667,0,0,0,0,1
"2277",5989,2.676684,0,1,0,51.32965,1,0,0,0,0
"2278",6000,0.4771635,0,1,0,2.182639,0,0,0,0,0
"2281",6013,2.141347,0,1,0,36.02609,0,0,0,0,1
"2282",6014,2.389707,0,1,0,14.04917,0,0,0,0,0
"2294",6044,4.21200225678271,1,1,0,44.50577,1,0,1,0,0
"2295",6050,4.21200225678271,1,1,0,0.3763171,0,0,0,0,0
"2296",6051,4.21200225678271,1,1,0,3.612644,0,0,0,0,0
"2302",6062,4.21200225678271,1,1,0,34.44556,0,1,0,1,1
"2309",6083,0.8990361,0,1,0,1.630708,0,0,1,0,0
"2313",6095,4.21200225678271,1,1,0,14.42549,0,0,0,0,0
"2315",6108,4.21200225678271,1,1,0,17.71199,0,0,1,0,1
"2329",6162,3.658135,0,1,0,9.407928,1,0,0,0,1
"2331",6164,2.498238,0,1,0,47.41596,0,0,1,0,0
"2338",6187,2.676684,0,1,0,40.89313,1,0,0,0,1
"2343",6207,4.21200225678271,1,1,0,20.22077,0,0,0,0,1
"2349",6219,0.4582483,0,1,0,34.1445,0,0,1,0,1
"2351",6222,0.2544634,0,1,0,6.246864,0,0,0,0,0
"2353",6225,2.206658,0,1,0,24.96237,0,0,1,0,1
"2359",6247,4.282694,0,1,0,15.60462,0,0,0,0,1
"2365",6256,4.21200225678271,1,1,0,17.56147,0,0,1,1,0
"2373",6283,0.5359639,0,1,0,27.64676,0,0,1,1,0
"2378",6295,0.9279171,0,1,0,17.73708,0,0,1,1,1
"2379",6296,4.21200225678271,1,1,0,33.61766,0,0,1,0,1
"2390",6323,4.46114,0,1,0,46.43753,1,1,0,0,1
"2394",6330,4.243451,0,0,0,16.75866,0,0,0,0,0
"2404",6347,0.3457831,0,1,0,6.146513,0,0,0,0,1
"2406",6351,4.46114,0,0,0,20.1706,0,0,1,0,0
"2407",6356,0.2141347,0,1,0,6.447567,0,0,1,0,0
"2412",6365,0,0,1,0,1.60562,0,0,1,0,0
"2425",6401,0.8543975,0,1,0,38.18364,0,0,0,0,0
"2427",6405,4.21200225678271,1,1,0,20.04516,0,0,1,0,0
"2434",6417,4.21200225678271,1,1,0,2.383342,0,0,1,0,0
"2436",6419,3.568912,0,1,0,5.469142,0,0,0,0,0
"2439",6428,1.094228,0,1,0,1.555444,0,0,1,0,0
"2441",6438,3.369231,0,0,0,29.8294,0,0,1,0,0
"2444",6441,0,0,1,0,19.04165,0,0,0,0,0
"2445",6442,0,0,1,0,19.39288,0,0,1,0,0
"2447",6450,1.338342,0,1,0,29.428,0,0,1,0,0
"2449",6454,4.21200225678271,1,1,0,9.081786,0,0,0,0,0
"2453",6461,0.2701666,0,1,0,15.70497,0,0,1,0,0
"2454",6462,0.6915663,0,1,0,31.25941,0,0,0,0,0
"2460",6489,5.453833,0,1,0,11.64074,0,0,1,0,1
"2467",6505,0.7614145,0,1,0,13.02057,0,0,1,0,0
"2470",6515,1.866541,0,1,0,46.41245,0,0,1,1,1
"2477",6555,3.698107,0,1,0,43.27647,0,0,1,0,0
"2479",6584,1.249119,0,0,0,6.874059,0,0,0,0,0
"2480",6593,8.990362,0,1,0,22.4285,0,0,0,0,0
"2484",6602,1.578173,0,1,0,10.286,0,0,1,0,0
"2488",6607,1.642235,0,0,0,89.26242,0,0,0,0,1
"2491",6613,2.141347,0,0,0,91.39488,0,0,1,0,1
"2492",6614,2.676684,0,0,0,76.91921,0,0,1,0,0
"2493",6617,1.40972,0,1,0,78.75063,0,0,0,1,0
"2497",6624,4.21200225678271,1,0,0,48.46965,0,0,0,0,0
"2504",6650,4.21200225678271,1,1,0,40.04014,1,1,0,0,0
"2505",6652,4.21200225678271,1,0,1,20.14551,0,0,1,0,0
"2508",6663,1.072636,0,0,1,30.38133,0,0,1,0,0
"2512",6669,4.21200225678271,1,1,0,14.95233,0,1,1,0,0
"2514",6677,1.021423,0,1,0,7.701956,0,0,0,0,0
"2516",6686,4.668072,0,0,0,12.16759,0,0,1,0,0
"2517",6698,4.21200225678271,1,1,0,42.69945,0,0,0,0,1
"2520",6708,2.498238,0,1,0,76.79378,0,0,1,0,1
"2523",6725,0.3727542,0,0,1,0.0250878,0,0,1,0,0
"2530",6745,4.21200225678271,1,0,1,24.8871,0,0,1,0,0
"2535",6755,0.7137824,0,1,0,36.95434,0,0,1,0,1
"2537",6760,4.21200225678271,1,1,0,7.175113,0,0,0,0,1
"2540",6792,2.587461,0,0,1,11.61565,0,0,0,0,0
"2544",6805,2.247591,0,0,1,48.26894,0,0,0,0,1
"2547",6814,4.21200225678271,1,1,0,9.558455,0,0,1,0,1
"2550",6823,4.46114,0,0,1,77.52132,0,0,1,0,1
"2551",6826,4.639585,0,0,1,88.71049,1,1,1,0,1
"2555",6840,9.814507,0,1,0,33.44205,1,1,0,0,0
"2557",6848,5.353368,0,0,1,81.25941,1,0,1,0,1
"2562",6876,8.208498,0,1,0,86.25188,0,0,1,0,1
"2564",6883,4.21200225678271,1,1,0,24.05921,0,0,0,0,0
"2566",6885,4.21200225678271,1,0,1,16.2569,0,0,1,0,0
"2571",6897,4.21200225678271,1,1,0,24.15956,0,0,0,0,0
"2572",6898,4.21200225678271,1,1,0,5.067737,0,0,0,0,0
"2577",6907,7.137824,0,1,0,1.580532,0,0,0,0,0
"2581",6914,6.245596,0,1,0,8.554942,1,1,0,0,1
"2585",6933,8.922279,0,1,0,45.78525,1,1,1,0,1
"2587",6938,4.371917,0,0,1,58.80582,0,0,0,0,0
"2591",6947,4.322289,0,1,0,11.33969,0,0,0,0,0
"2595",6952,7.137824,0,1,0,18.41445,1,0,1,0,1
"2606",6999,4.495181,0,1,0,21.55043,0,0,1,0,1
"2608",7004,4.21200225678271,1,1,0,31.00853,0,0,0,0,0
"2610",7007,1.144193,0,0,0,94.55595,0,0,0,0,1
"2612",7010,4.21200225678271,1,1,0,28.09834,0,0,0,0,0
"2613",7014,1.60601,0,0,0,64.92725,0,0,0,0,1
"2616",7031,4.21200225678271,1,0,0,80.35625,0,0,1,0,0
"2619",7048,4.157783,0,0,1,72.72955,0,0,1,0,1
"2622",7056,3.479689,0,0,0,49.24737,0,0,0,0,1
"2628",7073,1.482883,0,1,0,30.53186,0,0,1,0,0
"2631",7079,1.724677,0,1,0,71.75113,0,0,0,0,0
"2637",7104,10.1714,0,1,0,39.48821,1,1,0,0,1
"2642",7119,11.59896,0,1,0,98.31912,1,1,0,0,1
"2650",7145,4.21200225678271,1,0,1,58.25389,0,0,0,0,0
"2655",7156,2.605306,0,1,0,45.6849,0,0,1,0,0
"2657",7165,4.21200225678271,1,1,0,27.04466,1,0,0,0,1
"2658",7166,4.21200225678271,1,1,0,66.85901,0,1,1,0,1
"2659",7174,1.284808,0,1,0,1.655795,0,0,1,0,0
"2665",7186,4.21200225678271,1,1,0,2.032112,0,0,1,0,0
"2679",7224,1.427565,0,1,0,19.71902,0,0,1,0,0
"2684",7236,5.710259,0,0,1,54.64125,0,0,1,0,1
"2685",7237,3.212021,0,0,1,12.74461,0,0,1,0,0
"2694",7258,4.21200225678271,1,1,0,16.80883,0,0,1,1,0
"2695",7259,4.21200225678271,1,1,0,15.6297,0,0,1,0,0
"2697",7262,3.747357,0,1,0,18.23884,0,0,0,0,0
"2698",7263,4.21200225678271,1,1,0,16.33216,0,0,1,0,0
"2703",7274,4.21200225678271,1,1,0,93.0005,1,1,1,0,1
"2707",7284,2.498238,0,1,0,21.75113,0,0,1,0,1
"2713",7301,12.559,0,1,0,5.117913,0,0,0,0,1
"2715",7318,1.695233,0,1,0,67.53638,0,1,0,0,0
"2718",7322,3.925803,0,1,0,26.24185,0,0,1,0,0
"2720",7324,0.7494715,0,1,0,16.13146,0,0,1,0,0
"2722",7328,5.353368,0,0,0,87.20522,0,1,1,0,1
"2723",7329,3.390466,0,0,0,45.96087,0,0,0,0,0
"2735",7372,4.746653,0,1,0,35.85048,1,1,0,0,1
"2736",7374,1.142052,0,0,0,38.8861,0,0,1,0,0
"2739",7381,4.21200225678271,1,1,0,14.4004,0,0,0,0,1
"2745",7396,4.015026,0,1,0,53.73808,0,1,1,0,1
"2749",7404,0.8529699,0,1,0,2.107376,0,0,0,0,0
"2757",7423,3.033575,0,0,1,73.65781,0,0,1,0,1
"2760",7428,4.996477,0,0,1,97.99297,0,1,1,0,0
"2765",7440,4.21200225678271,1,1,0,36.72855,0,0,1,0,1
"2769",7446,0.4282694,0,1,0,0.5770196,0,0,1,0,0
"2775",7466,1.60601,0,1,0,5.092825,0,0,0,1,0
"2776",7469,3.203455,0,1,0,2.558956,0,0,0,0,0
"2780",7473,4.21200225678271,1,0,1,28.72554,1,0,0,0,0
"2782",7476,8.644578,0,1,0,34.3703,0,0,1,0,0
"2789",7484,9.992953,0,1,0,23.33166,0,0,0,0,1
"2793",7491,8.386943,0,1,0,44.35524,0,0,0,0,1
"2796",7495,3.568912,0,1,0,38.78575,0,0,0,0,0
"2800",7504,4.21200225678271,1,1,0,14.50075,0,0,1,0,0
"2809",7523,3.212021,0,1,0,34.49574,1,0,0,0,0
"2811",7527,1.784456,0,1,0,96.3121,1,0,1,0,1
"2813",7531,4.21200225678271,1,0,1,59.70898,0,1,1,0,1
"2817",7550,0.8298795,0,1,0,7.927747,0,0,1,1,0
"2818",7551,7.316269,0,1,0,29.07677,0,0,1,0,0
"2827",7571,3.457831,0,0,1,45.91069,0,0,1,0,1
"2829",7576,5.353368,0,0,1,71.80131,0,0,0,0,1
"2837",7592,4.21200225678271,1,0,1,47.29052,0,0,0,0,1
"2845",7614,2.319793,0,1,0,63.999,0,0,0,0,1
"2850",7623,4.21200225678271,1,1,0,8.630206,0,0,1,0,0
"2854",7627,6.245596,0,1,0,5.770195,1,1,0,0,0
"2856",7630,4.21200225678271,1,1,0,54.76669,1,0,1,0,1
"2857",7634,4.21200225678271,1,1,0,10.0853,0,0,0,0,1
"2861",7643,4.21200225678271,1,1,0,3.211239,0,0,0,0,0
"2864",7652,4.21200225678271,1,1,0,54.16458,0,0,1,0,1
"2868",7661,1.962902,0,1,0,34.26994,0,0,0,0,0
"2871",7664,3.568912,0,1,0,37.93277,0,0,0,0,0
"2872",7668,6.742771,0,1,0,29.10186,1,0,0,0,1
"2873",7671,4.21200225678271,1,1,0,12.64425,0,0,1,0,1
"2874",7672,4.21200225678271,1,1,0,3.286503,0,0,1,0,0
"2875",7674,6.245596,0,1,0,20.24586,0,1,0,0,1
"2876",7675,1.784456,0,1,0,15.55444,0,0,0,0,0
"2879",7678,6.602487,0,1,0,8.80582,1,0,1,0,1
"2880",7679,4.21200225678271,1,1,0,32.03713,0,0,1,0,0
"2883",7690,4.21200225678271,1,1,0,42.5991,1,0,0,0,1
"2888",7695,0.3568912,0,1,0,18.66533,0,0,1,0,1
"2889",7696,0.3568912,0,1,0,2.709483,0,0,0,0,0
"2894",7704,0.0292651,0,1,0,1.404917,0,0,1,0,0
"2898",7711,5.174922,0,1,0,17.63673,0,0,0,0,0
"2900",7715,3.390466,0,1,0,10.46162,1,0,0,0,0
"2904",7720,4.21200225678271,1,0,1,88.15855,1,1,0,0,1
"2906",7740,1.159896,0,0,0,75.43903,1,1,1,0,1
"2912",7800,4.21200225678271,1,1,0,31.91169,0,0,0,0,1
"2914",7808,4.21200225678271,1,1,0,15.78023,0,0,0,0,0
"2916",7812,4.21200225678271,1,1,0,5.820371,0,0,0,0,0
"2917",7822,7.137824,0,0,1,12.66934,0,0,1,0,0
"2920",7831,4.21200225678271,1,0,1,19.46814,0,0,1,0,0
"2924",7842,4.21200225678271,1,0,1,31.2845,0,0,1,0,0
"2925",7846,4.21200225678271,1,1,0,7.977923,0,0,1,0,1
"2926",7851,4.21200225678271,1,1,0,7.55143,0,0,1,0,0
"2930",7857,4.21200225678271,1,1,0,29.92975,0,0,0,0,1
"2931",7860,4.21200225678271,1,1,0,7.225288,0,0,0,0,0
"2932",7861,4.21200225678271,1,1,0,7.601605,0,0,0,0,0
"2939",7896,4.21200225678271,1,0,0,31.93678,0,0,0,0,0
"2945",7939,1.083522,0,1,0,55.59458,0,0,0,0,0
"2951",7958,1.070674,0,0,1,21.57552,0,0,1,0,0
"2953",7964,3.568912,0,0,1,58.88108,0,0,0,0,1
"2955",7966,3.568912,0,0,1,27.09483,0,0,0,0,1
"2957",7972,1.338342,0,0,1,9.884596,0,0,0,0,0
"2968",8025,3.28494,0,0,1,18.18866,0,0,1,0,0
"2971",8031,2.682037,0,0,1,6.899147,0,0,1,0,0
"2974",8038,0.1873679,0,1,0,80.48168,0,1,0,0,1
"2975",8040,5.353368,0,1,0,43.6277,1,0,0,0,0
"2978",8048,2.074699,0,0,1,22.60411,0,0,1,0,0
"2979",8050,1.21343,0,1,0,29.97993,0,0,0,0,1
"2982",8056,4.46114,0,0,0,98.56999,1,1,1,0,1
"2983",8062,3.23653,0,0,1,13.999,0,0,1,0,1
"2985",8069,3.038572,0,0,1,35.97591,0,0,0,0,1
"2987",8076,6.424041,0,0,0,70.92323,0,1,0,0,0
"2988",8077,9.100725,0,1,0,38.76066,1,1,0,0,1
"2990",8080,13.3836,0,0,0,55.46914,0,0,0,0,1
"2991",8086,4.21200225678271,1,0,0,98.54491,0,1,1,0,1
"2995",8111,4.996477,0,0,1,51.27948,0,0,1,0,1
"2996",8117,4.585516,0,0,1,48.44456,0,0,1,0,0
"2999",8131,2.498238,0,0,0,54.69142,1,1,1,0,1
"3002",8138,3.568912,0,0,1,51.88159,0,0,0,0,1
"3004",8145,4.21200225678271,1,0,1,57.22529,0,0,0,0,0
"3005",8146,3.457831,0,0,1,47.61666,0,0,0,0,0
"3012",8161,1.60601,0,0,1,0.1003512,0,0,1,1,0
"3013",8163,1.070674,0,0,1,72.85499,0,0,0,0,1
"3023",8219,9.814507,0,0,1,73.70798,0,1,0,0,1
"3027",8233,2.351325,0,0,1,22.57903,0,0,0,0,0
"3030",8240,4.46114,0,1,0,23.40693,0,0,0,0,0
"3033",8247,1.556024,0,1,0,1.931761,0,0,0,1,0
"3034",8252,0.2141347,0,1,0,34.54591,0,0,0,0,1
"3036",8256,4.21200225678271,1,1,0,10.53688,0,0,0,0,1
"3040",8268,2.855129,0,0,1,12.5439,0,0,0,0,1
"3044",8294,3.966489,0,0,1,15.52935,0,0,1,0,1
"3045",8295,0.6639036,0,0,1,14.90216,0,0,0,1,0
"3055",8321,8.030051,0,0,1,10.4867,0,0,0,0,0
"3060",8330,1.820145,0,0,1,4.69142,0,0,1,0,1
"3065",8346,2.855129,0,0,1,40.81786,1,0,1,0,1
"3071",8366,0.8547759,0,0,0,2.960361,0,0,1,0,0
"3074",8380,4.46114,0,0,1,24.36026,0,0,0,0,1
"3079",8387,5.353368,0,0,1,22.72955,0,0,1,0,0
"3092",8417,3.925803,0,1,0,59.95986,0,0,1,0,1
"3098",8423,3.033575,0,1,0,12.9704,0,0,0,0,0
"3103",8433,4.21200225678271,1,1,0,8.028098,0,0,0,0,0
"3106",8437,4.21200225678271,1,0,0,76.86904,0,0,1,1,0
"3110",8464,2.994495,0,0,0,73.4571,0,0,1,1,1
"3112",8466,1.079596,0,0,0,42.64927,0,0,0,0,1
"3113",8469,7.137824,0,0,1,52.18264,1,1,0,0,1
"3116",8477,4.21200225678271,1,1,0,16.20672,0,0,1,0,0
"3117",8478,4.21200225678271,1,1,0,19.5434,0,0,0,0,0
"3120",8481,3.212021,0,1,0,7.902659,0,0,0,0,0
"3124",8500,3.568912,0,1,0,13.1711,0,0,1,0,0
"3129",8510,0.5845878,0,1,0,27.14501,0,0,1,0,0
"3130",8512,2.676684,0,1,0,16.78374,0,0,1,0,1
"3138",8552,1.784456,0,1,0,44.38033,0,0,0,0,0
"3144",8560,3.568912,0,1,0,36.75364,0,0,0,0,0
"3147",8565,3.457831,0,0,0,7.526342,0,0,0,0,0
"3150",8569,1.901807,0,1,0,1.003512,0,0,0,0,0
"3151",8570,2.676684,0,1,0,3.411942,0,0,1,0,0
"3155",8599,1.383133,0,1,0,20.09533,0,0,0,1,1
"3156",8601,4.21200225678271,1,1,0,34.47065,0,0,1,0,0
"3158",8603,2.178434,0,1,0,59.6839,0,0,1,0,0
