"","id","faminc","incmiss","black","hisp","afqtpct","momcoll","dadcoll","female","f_dead","attend.college"
"1294",3416,3.557851,0,0,0,67.31059,0,0,1,0,0
"1296",3421,8.301653,0,0,0,64.6011,1,1,1,0,0
"1298",3426,7.31432,0,0,0,91.59558,1,1,1,0,1
"1299",3431,10.04026,0,0,0,95.20823,1,1,0,0,1
"1300",3442,5.642476,0,0,0,91.16909,1,1,1,0,1
"1301",3443,5.493729,0,0,0,95.86051,1,0,0,0,1
"1303",3452,5.30429,0,0,0,57.09985,0,0,1,0,0
"1305",3456,5.929752,0,0,0,46.16156,1,0,1,0,0
"1306",3457,11.36634,0,0,0,23.60763,1,0,1,0,1
"1307",3458,11.36634,0,0,0,29.40291,1,0,1,0,1
"1308",3459,4.735973,0,0,0,79.67888,0,0,1,0,0
"1310",3461,5.692562,0,0,0,84.09433,1,1,0,0,1
"1311",3462,5.851456,0,0,0,55.92072,1,1,0,0,0
"1312",3463,7.19868,0,0,0,58.32915,1,1,0,0,1
"1313",3464,4.743802,0,0,0,85.54942,0,1,0,0,1
"1314",3465,9.093069,0,0,0,89.38786,0,1,1,0,0
"1317",3471,3.343689,0,0,0,24.56096,0,0,0,0,0
"1318",3473,10.44903,0,0,0,53.16106,0,0,0,0,0
"1319",3474,10.44903,0,0,0,28.07326,0,0,0,0,0
"1320",3477,4.032231,0,0,0,59.53337,0,1,1,0,1
"1322",3485,5.851456,0,0,0,96.48771,1,1,1,0,1
"1323",3488,6.641323,0,0,0,82.56397,0,1,1,0,0
"1324",3489,6.269418,0,0,0,58.75564,0,0,0,0,0
"1325",3491,10.65801,0,0,0,34.72153,0,0,1,0,0
"1326",3492,1.704951,0,0,0,62.09232,0,0,0,0,0
"1328",3507,9.404126,0,0,0,80.90818,1,0,0,0,1
"1329",3508,5.955946,0,0,0,26.16658,0,0,1,0,0
"1330",3511,4.388592,0,0,0,89.03663,0,0,1,0,0
"1332",3513,5.455372,0,0,0,37.53136,0,0,0,0,0
"1333",3514,15.67375,0,0,0,78.04817,0,0,1,0,0
"1334",3516,5.683168,0,0,0,43.37682,0,0,0,0,0
"1335",3520,5.224514,0,0,0,41.29453,0,0,0,0,1
"1336",3521,5.177845,1,0,0,41.144,0,0,0,0,1
"1338",3523,5.177845,1,0,0,62.11741,0,0,1,0,0
"1339",3528,10.44903,0,0,0,45.60963,0,0,0,0,1
"1341",3530,8.064463,0,0,0,92.29804,1,1,0,0,1
"1342",3536,9.822087,0,0,1,70.72253,1,1,1,0,1
"1343",3540,2.371901,0,1,0,34.94732,0,1,0,0,0
"1346",3545,5.683168,0,1,0,45.25841,0,0,1,0,1
"1348",3548,5.224514,0,1,0,22.32815,0,0,1,0,1
"1349",3549,3.134709,0,0,0,34.74661,0,0,1,0,0
"1350",3550,5.642476,0,0,0,87.63171,0,0,0,0,0
"1351",3551,5.642476,0,0,0,95.40893,0,0,1,0,1
"1353",3553,2.925728,0,0,0,85.1982,0,0,0,0,0
"1354",3557,4.411736,0,0,0,32.5138,0,0,1,0,0
"1355",3558,6.251485,0,0,0,75.53938,1,0,1,0,1
"1356",3560,3.59934,0,0,0,89.31259,0,0,1,0,0
"1357",3563,5.218182,0,0,0,55.69493,0,0,0,0,0
"1358",3564,5.218182,0,0,0,30.23081,0,0,1,0,0
"1359",3568,3.76165,0,0,0,54.86703,0,0,1,0,0
"1360",3569,3.927069,0,0,0,28.75063,0,0,0,0,0
"1361",3573,6.269418,0,0,0,99.1721,0,0,1,0,0
"1363",3582,9.25784,0,0,0,89.93979,0,1,0,0,1
"1364",3583,7.577558,0,0,0,99.09684,0,1,0,0,1
"1365",3585,4.506612,0,0,0,99.52333,0,0,0,0,1
"1366",3588,2.089806,0,0,0,56.24686,0,1,0,0,1
"1367",3592,5.433539,1,0,0,68.66533,0,0,0,0,0
"1369",3595,5.599632,1,0,0,74.0592,0,1,0,0,0
"1371",3599,8.538843,0,0,0,74.13447,0,0,0,0,0
"1373",3604,5.433496,0,0,0,44.68139,0,0,0,0,0
"1374",3606,3.557851,0,0,0,79.22729,0,0,1,0,0
"1375",3612,5.683168,0,0,0,35.52433,0,0,0,0,0
"1376",3615,3.970631,0,0,0,82.3131,1,0,0,0,0
"1377",3616,6.062046,0,0,0,95.65981,0,0,0,0,0
"1378",3620,5.433539,1,0,0,58.65529,0,0,0,0,0
"1379",3622,5.997743,0,0,0,17.21024,0,0,0,0,0
"1380",3623,3.907937,0,0,0,97.86754,0,0,0,0,1
"1381",3624,5.851456,0,0,0,94.33015,0,0,1,0,1
"1383",3629,5.433539,1,0,0,82.36327,0,1,1,0,1
"1388",3642,5.433539,1,0,0,47.76719,1,0,0,0,1
"1390",3645,2.490496,0,0,0,83.44205,0,0,0,0,1
"1391",3650,1.713641,0,0,0,51.80632,0,0,1,0,0
"1393",3655,4.980992,0,0,0,21.90166,0,0,1,0,0
"1394",3656,3.343689,0,0,0,54.99247,0,0,0,0,1
"1395",3657,1.723897,0,0,0,8.203712,0,0,0,0,0
"1396",3658,1.723897,0,0,0,2.232815,0,0,0,0,0
"1397",3661,2.134711,0,0,0,41.36979,1,0,1,0,1
"1398",3663,5.929752,0,0,0,78.27396,0,1,1,0,1
"1399",3666,3.439256,0,0,1,90.01505,0,0,0,0,1
"1400",3667,6.878512,0,0,0,76.74361,1,1,1,0,1
"1401",3669,9.404126,0,0,0,96.06121,1,1,1,0,1
"1402",3670,7.941263,0,0,0,89.61365,1,1,0,0,1
"1404",3674,11.8595,0,0,0,62.36829,1,1,1,0,1
"1406",3676,9.013224,0,0,0,93.70296,0,1,0,0,1
"1407",3677,9.471947,0,0,0,95.00753,0,1,1,0,1
"1408",3679,6.269418,0,0,0,69.56849,1,1,1,0,1
"1409",3680,7.577558,0,0,0,69.64375,1,1,0,0,1
"1411",3687,14.2314,0,0,0,67.21024,1,1,1,0,1
"1412",3690,12.9568,0,0,0,89.16207,1,1,0,0,1
"1413",3692,0.4862396,0,1,0,21.24937,0,0,1,0,1
"1415",3699,5.558884,0,1,0,29.45309,0,0,1,0,0
"1416",3718,5.683168,0,0,0,64.1997,0,0,1,0,0
"1417",3724,3.978218,0,0,0,85.69995,0,0,0,0,0
"1419",3734,3.970631,0,0,0,84.59608,0,0,1,0,1
"1421",3737,4.980992,0,0,0,64.57602,0,0,1,0,0
"1422",3738,6.896359,0,0,0,36.67838,0,0,1,0,0
"1423",3741,7.388119,0,0,0,26.56799,0,0,1,0,0
"1424",3743,6.878512,0,0,0,97.08981,0,0,0,0,1
"1425",3747,5.692562,0,0,0,49.92474,0,0,0,0,1
"1426",3750,5.433539,1,0,0,68.64024,0,0,0,0,0
"1428",3754,2.262793,0,0,0,87.68189,0,0,1,1,0
"1429",3756,9.471947,0,0,0,54.49072,0,0,1,0,0
"1430",3757,8.359223,0,0,0,97.89262,0,1,0,0,1
"1431",3759,5.929752,0,0,0,48.16859,0,0,1,0,0
"1432",3760,3.788779,0,0,0,56.94932,0,0,0,0,0
"1433",3765,5.177845,1,0,0,95.93578,0,0,0,0,0
"1434",3770,6.048347,0,0,0,63.89865,0,0,1,0,0
"1436",3772,2.371901,0,0,0,65.429,0,0,1,0,0
"1437",3775,8.064463,0,0,0,87.60662,0,0,1,0,1
"1442",3796,1.18595,0,0,0,92.22278,1,0,1,0,0
"1443",3800,4.125277,0,0,0,62.1425,0,0,1,0,1
"1444",3803,9.487603,0,0,0,94.38033,1,1,0,0,1
"1445",3804,9.487603,0,0,0,95.73508,1,1,1,0,1
"1446",3805,9.850825,0,0,0,86.001,1,1,0,0,1
"1447",3809,9.487603,0,0,0,87.83241,1,1,1,0,1
"1448",3811,5.433539,1,0,0,93.80331,0,0,0,0,1
"1449",3813,5.177845,1,0,0,84.571,1,1,1,0,1
"1452",3819,2.465971,0,1,0,11.1139,0,0,1,0,0
"1453",3821,1.366689,0,1,0,20.12042,0,0,1,0,0
"1454",3822,3.788779,0,1,0,11.71601,0,0,0,0,0
"1455",3831,5.455372,0,0,0,71.07376,0,0,0,0,0
"1456",3832,4.179612,0,0,0,56.02108,0,0,1,0,0
"1458",3836,3.343689,0,0,0,96.21175,0,0,1,0,1
"1459",3840,7.115702,0,1,0,44.40542,0,0,0,1,0
"1460",3844,2.964876,0,0,0,93.65279,1,1,0,0,0
"1461",3845,5.929752,0,0,0,95.23331,0,0,0,0,0
"1463",3849,12.32985,0,0,0,55.24335,0,0,1,0,0
"1464",3850,2.846281,0,0,0,76.56799,0,0,1,0,0
"1465",3851,4.597573,0,0,0,50.87807,0,0,1,0,0
"1467",3853,3.137109,0,0,1,88.20873,0,0,1,0,1
"1468",3854,3.134709,0,0,0,81.15906,1,1,0,0,1
"1470",3856,5.433539,1,0,0,38.45961,0,0,0,0,0
"1471",3857,5.177845,1,0,0,97.21526,0,0,0,0,1
"1472",3858,5.224514,0,0,0,46.73859,0,0,1,0,0
"1473",3860,7.115702,0,0,0,99.32263,0,1,0,0,1
"1475",3862,4.269422,0,0,0,96.0863,1,1,0,0,1
"1476",3865,2.462706,0,0,0,94.05419,0,1,0,0,1
"1477",3868,5.224514,0,0,0,88.30908,0,1,0,0,1
"1478",3871,5.433539,1,0,0,87.38083,1,1,0,0,1
"1479",3874,9.961984,0,0,0,88.53487,1,1,0,0,1
"1480",3875,5.177845,1,0,0,95.6849,1,1,0,0,1
"1481",3876,5.599632,1,0,0,72.65429,1,1,1,0,1
"1482",3884,6.062046,0,0,0,70.97341,1,0,0,0,1
"1483",3885,7.523301,0,0,0,99.47315,0,1,0,0,1
"1485",3887,5.851456,0,0,0,99.44807,1,1,0,0,1
"1486",3888,5.177845,1,0,0,66.20673,1,1,0,0,0
"1487",3890,8.960462,0,0,0,89.33768,1,1,0,0,1
"1488",3891,7.577558,0,0,0,24.285,0,0,1,0,1
"1489",3892,10.44903,0,0,0,92.07226,0,1,0,0,1
"1491",3894,8.359223,0,0,0,94.48068,0,0,0,0,1
"1492",3897,10.43636,0,0,0,72.35324,1,1,1,0,1
"1493",3898,10.04026,0,0,0,82.28801,1,1,0,0,1
"1494",3899,7.31432,0,0,0,79.17712,1,0,1,0,1
"1497",3904,5.224514,0,0,0,74.36026,1,1,0,0,1
"1498",3906,4.179612,0,0,0,23.93377,0,1,1,0,0
"1499",3910,4.841681,0,0,0,68.5148,1,1,0,0,1
"1500",3911,5.455372,0,0,0,87.0547,0,1,1,0,1
"1501",3913,8.301653,0,0,0,79.27747,0,0,1,0,1
"1502",3918,7.85035,0,0,0,99.07175,1,1,1,0,1
"1503",3919,3.502537,0,0,0,77.79729,1,0,1,1,1
"1504",3920,5.433539,1,0,0,72.20271,0,1,0,0,0
"1505",3921,5.683168,0,0,0,88.83592,1,1,1,0,0
"1506",3923,10.41914,0,0,0,65.20322,0,0,1,0,1
"1508",3925,5.599632,1,0,0,96.18665,1,1,0,0,1
"1511",3932,3.343689,0,1,0,26.09132,0,0,0,0,0
"1514",3937,4.269422,0,1,0,57.12494,0,0,0,0,0
"1515",3938,2.089806,0,1,0,3.587557,0,0,1,0,0
"1517",3959,5.177845,1,1,0,20.79779,1,0,1,0,0
"1518",3960,3.59934,0,1,0,12.09232,0,0,1,0,1
"1519",3963,2.925728,0,0,0,45.4842,0,0,0,0,0
"1520",3965,8.150243,0,0,0,74.73658,0,0,0,0,1
"1521",3968,3.134709,0,0,0,89.58856,0,1,0,0,1
"1522",3969,6.630363,0,0,0,89.5133,1,1,1,0,1
"1523",3971,6.687379,0,0,0,92.52383,1,0,0,0,1
"1524",3977,5.433539,1,1,0,19.09182,0,0,1,0,0
"1528",3996,5.177845,1,1,0,5.895635,0,0,1,0,0
"1529",4001,8.359223,0,0,0,75.5143,0,1,1,0,1
"1530",4002,9.471947,0,0,0,45.83542,1,1,1,0,1
"1532",4012,2.298786,0,0,0,33.7431,0,0,1,0,0
"1535",4015,1.253883,0,1,0,48.59508,0,0,1,0,1
"1538",4022,0.5683168,0,0,0,22.12745,1,1,0,0,0
"1542",4032,1.877834,0,0,0,81.08379,0,0,0,0,0
"1543",4035,3.320661,0,0,0,57.67687,0,0,1,0,0
"1546",4042,1.994531,0,0,0,73.23131,1,1,0,0,1
"1547",4045,2.229587,0,0,0,37.63171,0,0,1,0,0
"1548",4050,5.433496,0,0,0,69.71902,0,0,1,0,0
"1549",4051,6.440924,0,0,0,90.21575,0,0,1,0,1
"1551",4054,5.692562,0,0,0,40.46663,1,1,1,0,1
"1553",4056,7.115702,0,0,0,92.09734,0,1,0,0,1
"1555",4058,7.577558,0,0,0,84.26994,1,1,0,0,1
"1556",4059,5.177845,1,0,0,93.6277,0,0,0,0,1
"1557",4062,6.014686,0,0,0,73.60763,0,0,0,0,1
"1560",4074,9.404126,0,0,0,99.54842,1,0,1,0,1
"1561",4076,1.778926,0,0,0,87.55644,0,0,0,0,0
"1562",4077,3.469078,0,0,0,74.285,0,0,1,0,0
"1564",4080,3.786728,0,0,0,55.19317,0,0,1,1,1
"1566",4087,3.134709,0,0,0,72.6292,0,0,0,0,1
"1567",4090,5.683168,0,0,0,45.98595,0,0,0,0,0
"1568",4092,11.38512,0,0,0,70.74761,0,0,1,0,1
"1569",4093,7.941263,0,0,0,73.10587,0,0,1,0,1
"1570",4094,9.195146,0,0,0,79.97993,1,1,1,0,1
"1572",4097,6.896359,0,0,0,81.83643,0,0,1,0,0
"1573",4102,5.224514,0,0,0,83.66784,0,1,0,0,0
"1574",4106,6.062046,0,0,0,88.2589,1,1,0,0,1
"1575",4107,2.866169,0,0,0,94.4556,1,1,1,0,1
"1576",4108,4.743802,0,0,0,66.65831,1,1,1,0,1
"1577",4109,4.925413,0,0,0,82.18766,1,1,1,0,1
"1578",4110,7.352892,0,0,0,38.33417,0,0,1,0,0
"1580",4113,1.835685,0,0,0,7.425991,0,0,0,0,0
"1583",4124,8.301653,0,0,0,86.8289,0,0,1,0,1
"1584",4125,3.970631,0,0,0,59.13196,0,0,1,0,0
"1585",4127,3.239199,0,0,0,75.01255,0,0,0,0,1
"1586",4129,3.051117,0,0,0,65.30357,0,0,0,0,1
"1589",4132,2.716748,0,0,0,49.04666,0,0,1,0,0
"1590",4134,1.639453,0,1,0,46.01104,0,0,0,0,0
"1591",4142,5.433539,1,0,0,27.52132,0,1,1,0,0
"1592",4145,4.925413,0,0,0,31.38485,0,0,1,0,0
"1593",4147,5.433539,1,0,0,56.07125,0,0,1,0,1
"1594",4148,6.269418,0,0,0,39.73909,1,1,1,0,1
"1595",4153,2.961878,0,0,0,58.93126,0,0,1,1,1
"1597",4159,6.641323,0,0,0,38.284,1,1,0,0,0
"1598",4160,6.269418,0,0,0,65.57953,1,1,1,0,0
"1601",4164,17.78949,0,0,0,50.07526,1,1,0,0,1
"1602",4166,4.179612,0,0,0,98.26894,0,0,0,0,0
"1603",4171,6.404132,0,0,0,83.96889,0,1,0,0,1
"1604",4172,4.806553,0,0,0,95.28349,1,1,0,1,1
"1605",4176,2.841584,0,1,0,5.870547,0,0,1,0,1
"1607",4180,1.18595,0,1,0,46.26192,0,0,1,1,0
"1608",4181,1.194791,0,1,0,37.18013,0,0,0,0,0
"1609",4187,1.82162,0,0,1,59.33266,0,0,1,0,0
"1610",4191,8.524753,0,0,0,93.45209,1,1,0,0,1
"1613",4202,1.515512,0,1,0,6.1716,0,0,0,1,0
"1614",4203,1.462864,0,1,0,19.11691,0,0,1,0,1
"1615",4204,2.371901,0,1,0,44.60612,0,0,0,0,1
"1616",4205,4.179612,0,1,0,1.505268,0,1,0,0,0
"1617",4206,4.179612,0,1,0,4.791771,0,1,1,0,0
"1618",4208,9.724793,0,1,0,73.40692,0,1,1,0,1
"1621",4214,1.281538,0,1,0,19.81937,0,1,1,0,1
"1624",4219,0.7115703,0,0,0,34.01907,0,0,1,0,1
"1625",4227,15.41735,0,0,0,87.30557,1,0,1,0,1
"1626",4230,2.748095,0,0,0,87.40592,0,0,0,0,1
"1628",4233,3.788779,0,0,0,53.11089,0,1,0,0,1
"1630",4240,4.925413,0,0,0,67.96288,1,0,0,0,0
"1631",4242,3.031023,0,0,0,47.79227,0,0,0,0,0
"1633",4244,8.538843,0,0,0,95.33366,1,1,0,0,1
"1634",4245,10.24005,0,0,0,63.09584,1,1,0,0,1
"1636",4247,2.821238,0,0,0,38.4847,0,0,0,0,0
"1637",4248,6.269418,0,0,0,79.37782,1,1,0,0,1
"1638",4249,5.177845,1,0,0,60.0853,0,0,1,0,0
"1640",4251,6.251485,0,0,0,26.5429,1,1,1,0,0
"1642",4254,2.925728,0,0,0,57.40091,1,1,1,0,1
"1643",4270,1.444962,0,1,0,16.95936,0,0,1,1,1
"1644",4271,1.798069,0,1,0,12.11741,0,0,0,1,1
"1646",4284,3.220462,0,0,0,69.51832,0,1,1,0,1
"1647",4288,14.20811,0,0,0,84.16959,0,1,0,0,1
"1648",4290,4.743802,0,0,0,87.85751,0,1,1,0,1
"1649",4298,3.409901,0,0,0,85.24837,0,0,0,0,1
"1651",4300,6.269418,0,0,0,84.87206,0,0,1,0,0
"1652",4302,2.371901,0,0,0,86.20171,0,1,0,0,1
"1653",4303,5.683168,0,0,0,54.79177,0,1,0,0,0
"1655",4307,7.115702,0,0,0,91.79629,0,1,0,0,1
"1656",4308,7.766997,0,0,0,66.98444,0,1,1,0,0
"1657",4309,8.524753,0,0,0,65.00251,1,1,0,0,1
"1658",4312,2.134711,0,1,0,4.616157,0,0,0,0,0
"1660",4318,3.557851,0,0,1,74.25991,0,0,0,0,1
"1661",4319,2.716748,0,0,1,61.33969,0,0,1,0,1
"1662",4321,14.62864,0,0,1,41.54541,0,1,0,0,0
"1664",4323,1.897521,0,1,0,58.52985,0,0,1,0,0
"1665",4324,5.177845,1,1,0,17.23532,0,0,0,0,0
"1667",4330,5.433496,0,0,0,7.827396,0,0,0,0,0
"1668",4333,3.861543,0,0,0,55.04265,0,0,0,0,0
"1670",4338,3.531772,0,0,0,64.32513,0,1,0,0,0
"1671",4339,1.89439,0,0,0,77.74712,0,1,1,0,0
"1672",4342,4.597573,0,0,0,44.98244,1,1,0,0,1
"1673",4343,5.83472,0,0,0,41.16909,1,1,0,0,0
"1675",4365,3.320661,0,0,0,89.81435,0,0,0,0,0
"1676",4371,5.599632,1,0,0,52.78475,0,0,1,0,0
"1677",4373,5.683168,0,0,0,35.92574,0,1,1,0,0
"1678",4378,5.599632,1,0,0,40.56698,0,0,1,0,0
"1679",4379,5.929752,0,0,0,84.11942,0,1,1,0,1
"1680",4382,0.5015534,0,0,0,96.9142,0,0,0,0,0
"1681",4387,5.599632,1,0,0,95.98595,1,0,0,0,1
"1683",4394,11.8595,0,0,0,63.97391,1,1,0,0,0
"1684",4405,7.615445,0,0,0,24.25991,0,0,0,0,0
"1685",4406,4.101974,1,0,0,89.88962,1,0,0,1,1
"1686",4407,8.301653,0,0,0,77.27045,1,1,0,0,1
"1688",4410,5.433539,1,0,0,69.84445,0,1,0,0,1
"1690",4412,6.819802,0,0,1,12.1425,0,0,0,0,0
"1691",4413,5.872607,0,0,1,18.86603,0,0,1,0,1
"1692",4418,5.433539,1,0,0,49.67386,0,0,0,0,1
"1693",4419,3.978218,0,0,1,85.72504,0,1,0,0,0
"1695",4421,2.841584,0,0,0,92.82489,0,1,0,0,1
"1696",4423,5.599632,1,0,0,90.79278,1,1,1,0,1
"1697",4424,3.134709,0,0,0,97.56648,1,1,1,0,1
"1698",4429,1.515512,0,0,0,97.44104,0,1,0,0,1
"1700",4438,2.841584,0,0,0,57.32564,0,0,1,0,0
"1703",4447,4.643548,0,0,0,73.83342,0,0,1,0,0
"1706",4461,4.179612,0,0,0,10.33618,1,1,0,0,0
"1707",4462,5.599632,1,1,0,6.52283,0,0,0,0,0
"1708",4466,2.837606,0,0,0,41.9719,0,0,0,0,1
"1710",4469,8.301653,0,0,0,19.3427,0,1,1,0,0
"1711",4471,2.841584,0,0,0,79.92976,0,0,0,1,1
"1713",4486,1.041914,0,1,0,63.44706,0,1,0,1,1
"1714",4487,4.735973,0,0,0,75.46413,0,0,1,0,0
"1716",4497,2.632319,0,0,0,36.6282,0,0,0,0,1
"1717",4498,2.273267,0,0,0,72.93026,0,1,0,0,0
"1718",4500,1.136634,0,0,0,25.79027,0,1,0,0,1
"1722",4519,2.716748,0,0,0,55.7702,0,0,0,1,0
"1723",4523,5.683168,0,0,0,70.94832,0,0,1,0,0
"1724",4524,7.31432,0,0,1,66.43251,0,0,0,0,0
"1725",4531,6.641323,0,0,0,86.02609,1,1,0,0,1
"1727",4539,2.134711,0,0,0,75.81535,0,0,1,1,1
"1728",4540,2.925728,0,0,0,21.29955,0,0,0,1,1
"1729",4541,1.067355,0,0,1,13.62268,0,0,1,0,0
"1730",4542,1.045135,0,0,1,1.078776,0,0,0,0,0
"1731",4547,6.166942,0,0,0,58.58003,0,0,0,0,0
"1734",4551,4.179612,0,0,0,44.2298,0,0,1,0,0
"1736",4553,4.167656,0,0,0,62.64426,0,0,1,0,0
"1737",4558,1.423141,0,0,0,85.1731,0,0,0,0,0
"1738",4561,1.704951,0,0,0,51.95685,0,0,1,0,0
"1739",4563,5.455372,0,0,0,48.19368,0,0,0,0,0
"1740",4565,7.577558,0,0,0,47.49122,0,1,1,0,0
"1741",4566,4.743802,0,0,0,83.3166,0,0,0,0,0
"1742",4570,6.03363,0,0,0,90.34119,0,0,1,0,1
"1743",4572,7.956436,0,0,0,53.0858,0,0,0,0,0
"1744",4575,5.599632,1,0,0,39.88961,0,0,0,0,0
"1745",4576,7.115702,0,0,0,51.63071,1,0,1,0,1
"1746",4579,5.929752,0,0,0,84.79678,0,0,0,0,0
"1748",4592,4.388592,0,0,0,53.48721,1,1,1,0,1
"1749",4595,10.44903,0,0,0,48.1435,1,0,0,0,0
"1751",4603,10.43636,0,0,0,43.97893,1,0,0,0,0
"1752",4604,1.989109,0,0,0,66.13146,0,0,1,0,0
"1754",4616,4.086388,0,0,0,95.63472,0,0,1,1,1
"1755",4621,3.083471,0,0,0,73.35675,0,0,0,0,0
"1756",4622,8.619472,0,0,0,26.29202,0,0,1,0,0
"1758",4629,5.433539,1,0,0,82.76468,1,1,0,0,0
"1759",4630,7.956436,0,0,0,51.45509,1,1,0,0,0
"1760",4631,7.523301,0,0,0,86.72855,1,1,1,0,1
"1762",4635,8.359223,0,0,0,88.98645,0,1,0,0,1
"1765",4646,5.075868,0,0,0,55.16809,0,0,0,0,0
"1767",4650,9.487603,0,0,0,77.34571,0,1,1,0,1
"1769",4655,2.92482,1,0,0,71.87656,0,0,1,1,1
"1770",4661,8.301653,0,0,0,77.29553,1,1,0,0,1
"1771",4662,12.12409,0,0,0,99.42298,0,1,1,0,1
"1772",4663,5.224514,0,0,0,13.77321,1,1,1,0,0
"1773",4667,11.8595,0,0,0,66.50777,0,0,0,0,1
"1774",4668,6.641323,0,0,0,86.87907,0,0,0,0,1
"1777",4676,5.015534,0,0,0,92.69945,0,0,0,0,0
"1778",4677,2.039835,0,0,0,39.43803,0,0,0,0,0
"1780",4689,5.599632,1,0,0,98.51982,1,1,1,0,1
"1781",4690,5.177845,1,0,0,79.85449,0,1,1,0,0
"1782",4691,17.78949,0,0,0,91.74611,1,1,1,0,1
"1784",4693,9.471947,0,0,0,52.43351,0,1,0,0,1
"1786",4699,5.929752,0,0,0,85.37381,1,1,0,0,0
"1787",4702,10.41914,0,0,0,92.42348,0,1,0,0,1
"1788",4705,5.599632,1,0,0,77.42097,0,1,1,0,1
"1789",4706,5.433539,1,0,0,81.43503,0,1,1,0,1
"1790",4708,5.177845,1,0,0,38.00803,0,0,1,0,0
"1791",4713,6.641323,0,0,0,64.45058,0,0,1,0,1
"1792",4714,5.938911,0,0,0,75.33868,0,0,1,0,0
"1793",4717,5.642476,0,0,0,48.09333,0,0,1,0,1
"1794",4722,5.929752,0,0,0,53.28651,0,0,0,0,0
"1795",4728,5.599632,1,0,0,78.22379,1,1,1,0,0
"1796",4732,1.748521,0,0,0,23.75815,0,0,0,1,0
"1797",4734,3.55267,0,0,0,25.81535,0,0,1,0,0
"1800",4752,3.409901,0,0,0,66.2569,0,0,0,0,0
"1801",4755,9.850825,0,0,0,53.78826,0,0,0,0,0
"1802",4756,5.177845,1,0,0,99.92474,1,1,0,0,1
"1804",4758,3.557851,0,0,0,87.90768,0,0,1,0,1
"1806",4762,7.31432,0,0,0,39.93979,1,0,1,0,0
"1808",4766,4.101974,1,0,0,94.83192,0,1,1,1,1
"1809",4776,1.818614,0,0,0,23.00552,0,0,0,0,0
"1810",4778,5.937963,0,0,0,15.65479,0,0,1,0,0
"1811",4784,5.599632,1,0,0,35.5996,0,0,1,0,0
"1812",4785,5.433539,1,0,0,73.20622,0,0,1,0,0
"1814",4789,6.687379,0,0,0,78.14852,0,0,0,0,0
"1816",4793,4.546535,0,0,0,90.26593,0,0,0,0,1
"1819",4796,5.433539,1,0,0,54.84195,0,0,1,0,0
"1820",4797,5.177845,1,0,0,94.6563,0,1,1,0,1
"1822",4804,2.083828,0,0,0,61.13899,0,0,1,0,0
"1823",4805,5.433539,1,0,0,75.99097,0,0,0,0,0
"1824",4809,1.517406,0,0,0,11.08881,0,0,1,0,0
"1825",4812,5.929752,0,0,0,98.16859,0,1,1,0,1
"1829",4823,5.433539,1,0,0,77.32063,0,0,0,0,0
"1830",4824,7.577558,0,0,0,72.02709,0,0,1,0,1
"1831",4828,6.166942,0,0,0,79.40291,1,1,0,0,1
"1832",4829,6.630363,0,0,0,89.01154,1,1,0,0,1
"1834",4832,2.371901,0,0,0,95.30858,0,0,0,0,1
"1835",4833,2.083828,0,0,0,79.0015,0,0,1,0,1
"1836",4834,5.433539,1,0,0,54.91721,0,0,0,0,0
"1837",4835,5.177845,1,0,0,86.75364,0,0,0,0,0
"1839",4840,1.36396,0,0,0,85.85048,0,0,0,1,1
"1841",4846,3.652727,0,0,0,58.70547,0,0,0,0,0
"1842",4847,5.177845,1,0,0,73.08079,0,0,0,0,0
"1843",4848,3.02165,0,0,0,51.73106,0,0,1,0,1
"1844",4849,5.177845,1,0,0,52.96036,0,0,1,0,0
"1846",4851,3.083471,0,0,0,31.53538,0,0,0,0,0
"1847",4852,2.298786,0,0,0,13.82338,0,0,1,0,0
"1848",4853,1.524984,0,0,0,47.96789,0,0,1,1,0
"1849",4854,2.664502,0,0,0,70.1706,0,0,0,1,1
"1851",4856,4.735973,0,0,0,87.25539,0,0,0,0,1
"1852",4860,3.788779,0,0,0,27.01957,0,0,0,0,0
"1853",4861,2.507767,0,0,0,83.79327,0,0,0,0,0
"1854",4864,5.015534,0,0,0,46.11139,0,0,1,0,1
"1856",4870,11.36634,0,0,0,78.02308,0,0,1,0,1
"1857",4871,4.032231,0,0,0,96.61314,0,0,1,0,1
"1858",4872,2.273267,0,0,0,28.62519,0,1,1,0,1
"1859",4873,2.846281,0,0,0,89.13698,0,0,1,0,1
"1860",4876,5.929752,0,0,0,76.66834,0,0,1,0,0
"1861",4878,5.433539,1,0,0,93.47717,1,1,1,0,1
"1862",4885,6.166942,0,0,0,94.4305,0,0,1,0,0
"1864",4894,2.814968,0,0,0,78.49975,0,0,0,0,1
"1866",4897,5.599632,1,0,0,78.34922,0,1,0,0,1
"1867",4898,6.819802,0,0,0,62.92022,0,1,0,0,0
"1868",4899,2.531852,0,0,0,14.09935,0,0,1,1,0
"1869",4904,1.446366,0,0,0,14.1997,0,0,0,0,0
"1872",4911,2.087273,0,0,0,73.43201,0,0,0,0,0
"1873",4912,0.9471948,0,0,0,84.24486,0,0,0,0,1
"1877",4930,4.598618,0,0,0,51.50527,0,1,1,0,0
"1879",4934,2.645855,0,0,0,25.84044,0,0,1,0,1
"1880",4938,2.083828,0,0,0,41.01856,0,0,1,0,1
"1882",4945,16.60331,0,0,0,75.715,1,1,0,0,0
