"","id","faminc","incmiss","black","hisp","afqtpct","momcoll","dadcoll","female","f_dead","attend.college"
"1883",4952,6.896359,0,0,0,33.09082,0,0,1,0,0
"1884",4953,5.493729,0,0,0,80.68239,0,0,1,0,0
"1885",4954,4.735973,0,0,0,70.19569,0,0,1,0,1
"1888",4961,3.59934,0,0,0,67.10989,0,0,0,0,0
"1890",4963,9.404126,0,0,0,74.83693,0,0,0,0,0
"1891",4968,7.577558,0,0,0,86.55293,0,0,1,0,1
"1892",4969,6.630363,0,0,1,6.397391,0,0,0,0,0
"1894",4972,5.015534,0,0,0,37.50628,0,1,1,0,1
"1895",4973,4.269422,0,0,0,91.144,0,1,1,0,1
"1899",4984,5.015534,0,0,0,76.41747,0,0,1,0,0
"1900",4988,5.599632,1,0,0,83.26643,1,1,1,0,1
"1901",4989,5.599632,1,0,0,97.01455,1,1,1,0,1
"1902",4990,10.44903,0,0,0,90.04014,1,1,1,0,1
"1904",4992,7.115702,0,0,0,50.02509,0,0,1,0,0
"1905",4995,7.31432,0,0,0,83.7431,0,0,1,0,1
"1906",4997,1.149393,0,0,0,78.54993,1,1,1,0,1
"1907",4998,9.471947,0,0,0,83.09082,1,1,0,0,1
"1908",5001,17.78949,0,0,0,79.428,1,1,1,0,1
"1909",5002,15.67375,0,0,0,91.11891,1,1,1,0,1
"1910",5006,9.471947,0,0,0,99.24737,1,1,0,0,1
"1911",5010,5.433539,1,0,0,96.46262,0,1,0,0,1
"1913",5013,5.177845,1,0,1,58.856,0,0,0,0,1
"1914",5015,3.320661,0,0,0,21.1992,0,0,1,0,0
"1915",5021,4.032231,0,0,0,99.77421,1,1,0,1,1
"1916",5025,9.487603,0,0,0,77.39589,1,1,1,0,1
"1917",5029,17.78949,0,0,0,98.99649,1,1,0,0,1
"1919",5032,5.599632,1,0,0,90.69243,0,0,1,0,0
"1920",5034,5.599632,1,0,0,65.45409,0,0,0,0,1
"1921",5036,5.599632,1,0,0,97.71701,0,1,0,0,1
"1924",5041,0.0919515,0,0,1,28.22378,0,0,1,0,0
"1926",5050,4.743802,0,0,0,37.73206,0,0,1,0,0
"1928",5052,3.795041,0,0,0,90.66734,0,0,1,0,1
"1929",5053,4.179612,0,0,0,26.39237,0,0,1,0,1
"1930",5055,1.778926,0,0,0,52.4837,0,1,1,0,1
"1931",5056,5.599632,1,0,0,51.75614,0,0,0,0,0
"1933",5063,2.089806,0,0,0,39.81435,0,0,1,0,0
"1934",5067,5.433539,1,0,0,74.76167,0,1,0,0,1
"1935",5073,5.177845,1,1,0,22.07727,0,0,0,0,1
"1936",5078,5.177845,1,1,0,33.11591,0,0,0,0,0
"1940",5087,2.716748,0,1,0,6.121425,0,0,0,1,0
"1942",5092,5.929752,0,0,0,57.75213,0,0,0,0,1
"1943",5093,5.177845,1,0,0,79.72905,0,0,0,0,1
"1945",5096,3.680148,0,0,0,70.27095,0,1,1,0,1
"1946",5097,5.224514,0,0,0,43.10085,0,0,0,0,0
"1947",5099,2.050298,0,0,0,91.44506,1,0,1,0,1
"1948",5102,4.743802,0,0,0,59.63372,1,1,0,0,1
"1949",5103,5.177845,1,0,0,69.49323,0,0,1,0,0
"1950",5104,5.177845,1,0,0,77.92273,0,0,1,0,0
"1952",5107,5.851456,0,0,0,87.88259,1,1,1,0,1
"1954",5111,6.878512,0,0,0,81.96186,0,0,1,0,0
"1955",5112,5.177845,1,0,0,93.05067,0,0,0,0,0
"1956",5114,6.896359,0,0,0,84.84696,0,0,1,0,1
"1957",5123,5.599632,1,0,0,60.26092,0,0,1,0,0
"1958",5126,1.92124,0,0,0,75.68991,1,1,0,0,0
"1959",5128,9.487603,0,0,0,65.40392,0,0,1,0,0
"1962",5142,11.62231,0,0,1,79.2022,1,0,1,0,0
"1963",5143,6.630363,0,0,1,88.35925,1,0,1,0,0
"1964",5144,1.778926,0,0,0,65.65479,0,0,0,0,0
"1967",5156,4.357096,0,0,0,59.90968,1,1,0,0,1
"1969",5161,6.776405,0,0,0,60.13547,0,1,0,0,0
"1971",5165,8.776032,0,0,0,21.8013,0,1,0,0,0
"1973",5168,4.269422,0,0,0,78.42448,1,0,0,0,1
"1975",5174,6.269418,0,0,0,70.49673,1,0,0,0,1
"1976",5178,4.506612,0,0,0,80.98344,0,1,0,0,0
"1977",5179,6.630363,0,0,0,50.65228,0,0,1,0,0
"1981",5192,4.59959,0,0,0,21.34972,0,0,0,0,0
"1982",5193,7.577558,0,0,0,58.15354,0,0,1,0,1
"1984",5195,4.115248,0,0,0,60.41144,0,0,1,0,0
"1985",5197,2.449445,0,0,0,73.80833,0,1,0,0,1
"1986",5202,2.507767,0,0,1,41.44506,0,1,1,0,1
"1989",5206,1.897521,0,0,0,62.24285,0,0,0,1,0
"1991",5214,5.433496,0,0,0,80.08028,1,1,1,0,1
"1992",5222,6.630363,0,0,1,62.74461,0,0,0,0,1
"1993",5225,5.599632,1,0,0,49.89965,0,0,1,0,0
"1994",5229,5.455372,0,0,0,41.3447,0,0,0,0,1
"1995",5230,8.359223,0,0,0,13.19619,1,0,0,0,0
"1996",5231,0.9471948,0,0,0,13.42198,0,0,1,0,0
"1998",5233,5.433539,1,0,0,58.4295,0,1,1,0,1
"2000",5237,4.167656,0,0,0,76.96939,1,1,0,0,0
"2001",5244,5.692562,0,0,1,58.60512,0,0,0,0,1
"2002",5245,4.597573,0,0,1,63.07075,0,0,0,0,1
"2003",5246,4.830693,0,0,1,59.93477,0,0,1,0,1
"2004",5249,5.224514,0,0,0,78.07326,1,1,0,0,1
"2007",5258,2.771492,0,0,0,53.06071,0,0,1,1,0
"2008",5260,5.224514,0,0,0,21.45008,0,0,0,0,0
"2009",5261,1.423141,0,0,1,51.70597,0,0,1,0,0
"2010",5265,5.692562,0,0,0,26.26694,0,0,1,0,0
"2012",5284,1.897521,0,0,0,45.63472,1,1,0,0,0
"2013",5285,5.177845,1,0,0,0.7526342,0,0,1,0,0
"2015",5292,1.423141,0,0,0,62.31811,0,0,1,0,1
"2017",5297,3.031023,0,0,0,5.343703,0,0,0,0,0
"2020",5301,5.950277,0,0,0,83.81837,0,0,1,0,0
"2021",5303,3.76165,0,0,0,48.9714,0,0,0,0,0
"2022",5305,5.433496,0,0,0,36.25188,0,0,1,0,0
"2024",5310,5.177845,1,0,0,97.41595,1,1,1,0,1
"2026",5314,5.209571,0,0,0,66.15655,1,1,1,0,1
"2027",5316,3.970631,0,0,0,86.22679,1,1,0,0,0
"2028",5317,5.683168,0,0,0,81.33467,1,0,1,0,0
"2029",5318,3.260097,0,0,0,89.68891,0,0,0,1,1
"2030",5329,3.134709,0,0,0,23.20622,0,0,0,0,0
"2031",5330,4.546535,0,0,0,81.40993,0,0,1,0,1
"2032",5336,5.177845,1,0,0,38.10838,0,0,0,0,0
"2033",5341,5.433539,1,0,0,87.07978,0,0,1,0,1
"2034",5342,5.177845,1,0,0,73.58253,0,0,0,0,1
"2035",5343,5.599632,1,0,0,71.39989,1,1,0,0,1
"2037",5346,5.433539,1,0,0,73.95885,0,1,0,0,0
"2038",5347,5.433539,1,0,0,49.64877,1,0,0,0,1
"2040",5350,7.31432,0,0,0,15.17812,0,0,0,0,1
"2041",5351,5.683168,0,0,0,78.85098,0,0,1,0,1
"2042",5356,2.549563,0,0,0,62.21776,0,0,0,0,0
"2044",5358,2.652145,0,0,0,74.66132,0,0,0,0,0
"2045",5364,6.062046,0,0,0,23.6578,0,0,0,0,0
"2047",5366,4.179612,0,0,0,84.69643,1,0,0,0,1
"2048",5369,5.433539,1,0,0,71.65078,0,0,1,0,1
"2050",5371,9.487603,0,0,0,99.74912,0,0,0,0,0
"2051",5373,4.743802,0,0,0,88.55996,1,1,1,0,1
"2053",5375,1.287468,0,0,0,7.350728,0,0,0,0,0
"2054",5376,7.221791,0,0,0,81.38485,0,0,1,0,0
"2056",5379,3.76165,0,0,0,49.82439,0,0,0,0,0
"2058",5382,4.269422,0,0,0,62.3432,0,0,0,1,0
"2059",5383,2.089806,0,0,0,65.52935,0,0,0,0,1
"2061",5386,6.000909,0,0,0,95.35875,1,0,1,0,1
"2062",5387,1.567354,0,0,0,81.91169,0,0,1,0,1
"2063",5388,5.177845,1,0,0,98.74561,0,0,1,0,1
"2064",5392,4.925413,0,0,0,88.8861,0,1,0,0,0
"2065",5393,5.177845,1,0,0,91.04365,0,0,1,0,1
"2066",5394,5.433496,0,0,0,70.14551,0,0,0,0,1
"2068",5396,5.599632,1,0,0,87.53136,0,0,0,0,0
"2069",5398,5.177845,1,0,0,83.5424,0,0,0,0,1
"2070",5399,5.433539,1,0,0,66.33216,0,0,0,0,0
"2071",5401,8.301653,0,0,0,98.84596,0,0,0,0,0
"2072",5404,3.788779,0,0,0,64.97742,0,1,1,0,1
"2074",5410,2.656881,0,0,0,83.14099,1,0,0,0,1
"2076",5412,5.599632,1,0,0,99.29754,0,0,0,0,0
"2077",5417,2.925728,0,0,0,90.89313,1,1,0,0,1
"2078",5418,4.167656,0,0,0,61.41495,1,1,0,0,0
"2079",5419,3.320661,0,0,0,90.81786,0,0,0,0,1
"2080",5420,3.031023,0,0,0,94.70647,0,0,0,0,1
"2081",5424,4.550017,0,0,0,99.49825,0,0,1,0,0
"2082",5426,3.788779,0,0,0,63.62268,0,0,1,0,0
"2083",5428,8.542875,0,0,0,79.25239,0,0,1,0,1
"2085",5431,1.516831,0,0,0,83.24134,0,0,0,0,1
"2086",5435,2.964876,0,0,0,77.24536,0,0,0,0,0
"2087",5436,4.564342,0,0,0,30.68239,0,0,1,0,0
"2088",5438,4.032231,0,0,0,96.26192,1,1,1,0,1
"2089",5439,3.970631,0,0,0,96.43753,1,1,0,0,1
"2091",5441,4.743802,0,0,0,38.40943,1,1,0,0,1
"2092",5442,3.788779,0,0,0,40.36628,1,1,1,0,1
"2093",5443,0.9487603,0,0,0,1.329654,0,0,0,0,0
"2095",5450,5.851456,0,0,0,17.38585,0,0,1,0,0
"2096",5451,5.851456,0,0,0,43.72805,0,0,0,0,0
"2097",5453,5.929752,0,0,0,40.66734,0,0,1,0,1
"2101",5462,0.7523301,0,0,0,12.87004,0,0,1,0,0
"2104",5467,1.704951,0,1,0,14.47566,0,1,1,0,0
"2105",5470,1.136634,0,0,0,51.83141,0,0,0,0,0
"2107",5474,2.842136,0,0,0,44.6563,0,0,1,1,1
"2108",5481,5.177845,1,0,0,92.92524,0,1,1,0,1
"2109",5482,2.988595,0,1,0,15.10286,0,0,1,0,0
"2110",5484,0.6269417,0,1,0,30.78274,0,0,0,0,0
"2112",5486,6.269418,0,0,0,32.36327,1,0,1,0,0
"2114",5501,2.008053,0,0,0,32.83994,0,0,0,0,1
"2115",5502,3.76165,0,0,0,25.11289,0,0,1,0,0
"2116",5504,1.761782,0,0,0,86.57803,0,0,0,0,1
"2117",5509,5.599632,1,0,0,12.24285,0,0,1,0,0
"2118",5510,4.743802,0,0,0,20.572,0,0,1,0,0
"2119",5512,3.031023,0,0,0,63.54741,0,0,0,0,0
"2121",5515,1.741435,0,1,0,61.69092,0,0,1,0,1
"2123",5521,2.15843,0,0,0,84.67135,0,0,0,0,1
"2124",5522,2.298786,0,0,0,72.40341,0,0,1,0,0
"2125",5536,1.18595,0,1,0,39.36277,0,0,1,0,0
"2126",5537,5.177845,1,1,0,4.164576,0,0,1,0,0
"2129",5540,5.30429,0,0,0,46.56297,0,0,0,0,1
"2130",5543,3.343689,0,0,0,84.7717,0,0,0,0,1
"2131",5544,6.404132,0,0,0,9.683893,0,0,1,0,0
"2132",5546,3.978218,0,0,0,52.13246,0,1,1,0,0
"2133",5550,4.357096,0,0,0,10.36126,0,0,1,0,0
"2135",5553,4.980992,0,0,0,29.0015,0,0,1,0,0
"2136",5558,5.177845,1,0,0,0.1505268,0,0,0,0,0
"2137",5560,5.599632,1,0,0,48.89614,0,0,1,0,0
"2138",5567,1.850083,0,0,0,90.76768,0,0,0,0,1
"2139",5568,2.841584,0,0,0,53.83843,0,0,1,0,0
"2141",5570,5.599632,1,0,0,50.15052,0,0,1,0,0
"2142",5571,5.599632,1,0,0,77.3708,0,0,1,0,0
"2143",5572,5.015534,0,0,0,83.69292,0,0,1,0,0
"2144",5575,5.642476,0,0,0,79.07677,0,0,1,0,0
"2145",5579,4.597573,0,0,0,64.67637,0,0,0,0,0
"2146",5582,2.846281,0,0,0,25.23833,0,0,1,0,0
"2147",5585,5.177845,1,0,0,22.90517,0,0,0,0,0
"2148",5586,8.538843,0,0,0,43.22629,0,0,0,0,0
"2150",5601,4.179612,0,0,0,88.03312,0,0,0,0,0
"2151",5606,4.375683,0,0,0,2.885098,0,0,1,0,0
"2153",5608,2.134711,0,0,0,0.2759659,0,0,0,0,0
"2155",5618,5.929752,0,1,0,56.12143,0,0,0,0,1
"2156",5619,5.177845,1,1,0,30.63221,0,0,1,0,1
"2160",5633,3.788779,0,1,0,18.36427,0,0,0,0,0
"2161",5634,2.032719,0,1,0,7.32564,0,0,1,0,0
"2163",5637,2.460955,0,1,0,5.218264,0,0,0,0,0
"2166",5640,1.18595,0,1,0,1.705971,0,0,1,0,0
"2167",5641,1.18595,0,1,0,6.422479,0,0,1,0,1
"2168",5646,2.841584,0,1,0,43.55243,0,0,1,0,0
"2170",5650,0.6896359,0,0,0,2.28299,0,0,0,0,0
"2171",5655,5.929752,0,0,0,93.67787,1,0,0,0,1
"2173",5661,7.115702,0,0,0,75.79027,1,1,1,0,1
"2174",5670,9.822087,0,0,0,45.33367,1,0,1,0,1
"2175",5671,8.335313,0,0,0,92.02208,1,0,0,0,1
"2176",5672,12.57107,0,0,0,74.98745,0,0,0,0,0
"2177",5673,12.53884,0,0,0,63.72303,1,0,1,0,1
"2179",5686,2.53786,0,0,0,82.41344,0,0,1,1,0
"2180",5687,2.53786,0,0,0,43.8284,0,0,1,1,0
"2181",5701,5.683168,0,0,0,92.44857,0,0,1,0,1
"2183",5712,3.970631,0,0,0,76.51781,0,0,1,0,0
"2184",5715,1.18595,0,0,0,51.05368,0,0,1,0,0
"2185",5716,1.250297,0,0,0,2.809834,1,1,1,0,1
"2187",5718,7.10534,0,0,0,74.15955,0,0,1,0,0
"2188",5722,8.524753,0,0,1,63.59759,1,1,1,0,1
"2189",5725,2.652145,0,0,1,48.92122,0,0,1,0,1
"2190",5726,2.652145,0,0,1,29.37782,0,0,0,0,1
"2192",5730,4.487231,0,0,1,17.4862,0,0,1,0,1
"2193",5731,2.15843,0,0,1,8.253889,0,0,0,0,0
"2194",5733,3.65716,0,0,1,39.98997,0,0,0,0,1
"2195",5734,1.610231,0,0,1,48.69543,0,0,1,1,1
"2196",5735,6.320642,0,0,1,88.38435,0,0,0,0,0
"2197",5741,3.134709,0,0,1,33.3417,0,0,1,0,0
"2198",5744,1.731488,0,0,1,19.79428,0,0,1,0,1
"2200",5753,2.894799,0,0,1,7.375815,0,0,1,0,0
"2201",5755,6.201499,0,0,1,31.61064,0,0,0,0,0
"2202",5758,5.683168,0,0,1,80.70748,0,1,1,0,1
"2204",5763,7.096354,0,0,1,64.72655,1,0,1,0,1
"2205",5764,7.160792,0,0,1,93.42699,1,0,0,0,1
"2207",5767,3.343689,0,0,1,65.25339,0,0,1,0,0
"2208",5782,0.8359224,0,0,1,4.214752,0,0,1,0,0
"2210",5786,5.683168,0,0,1,30.48169,0,1,0,0,1
"2211",5793,1.897521,0,0,1,81.10888,0,0,1,0,0
"2212",5794,0.8524753,0,0,0,33.01556,0,0,0,0,0
"2213",5797,0.7523301,0,0,1,40.44155,0,0,1,0,1
"2214",5798,3.343689,0,0,1,23.73307,0,0,1,0,0
"2215",5802,7.115702,0,0,1,44.05419,0,0,1,0,1
"2216",5811,4.413928,0,0,1,52.50878,0,0,1,0,1
"2217",5820,4.384222,0,0,1,12.79478,0,0,1,0,1
"2218",5823,5.787438,0,0,1,10.11039,0,0,0,0,0
"2219",5824,5.433539,1,0,1,26.14149,0,0,0,0,0
"2220",5833,5.433539,1,0,1,42.87506,0,0,1,0,0
"2221",5834,2.083828,0,0,1,48.39438,0,0,1,0,1
"2222",5842,3.55267,0,0,1,39.78926,0,0,0,0,0
"2224",5844,2.083828,0,0,1,18.3141,0,0,1,0,0
"2225",5847,4.455604,0,0,1,3.135976,0,0,0,0,0
"2226",5850,5.683168,0,0,1,84.99749,1,1,0,0,1
"2227",5852,4.032231,0,0,1,48.74561,0,0,1,0,1
"2228",5853,2.273267,0,0,1,41.89664,0,0,1,0,1
"2229",5860,5.433539,1,0,1,8.153538,0,0,0,0,0
"2230",5861,4.743802,0,0,1,40.01505,0,0,1,1,0
"2233",5864,1.043636,0,0,1,4.490717,0,0,0,0,0
"2234",5867,2.462706,0,0,1,73.68289,0,0,1,0,1
"2235",5870,1.079802,0,0,1,9.357752,0,0,1,1,1
"2237",5873,0.9487603,0,0,1,68.59007,0,0,1,0,1
"2238",5874,1.897521,0,0,1,84.64626,0,0,1,0,1
"2239",5876,5.177845,1,0,1,38.15855,0,0,0,0,1
"2241",5883,4.032231,0,0,1,24.78675,0,0,1,0,0
"2242",5884,2.58827,1,0,1,0.4014049,0,0,0,1,0
"2244",5893,5.177845,1,1,0,46.63823,0,0,0,0,0
"2245",5897,2.462706,0,1,0,40.16558,0,0,1,0,0
"2247",5899,3.55267,0,1,0,31.35976,0,0,1,0,1
"2249",5907,3.134709,0,1,0,33.14099,0,0,0,0,0
"2250",5909,5.433539,1,1,0,30.28098,0,0,1,0,0
"2252",5911,4.179612,0,1,0,29.50326,0,0,1,0,1
"2253",5912,2.089806,0,1,0,31.58555,0,0,0,1,0
"2254",5916,3.083471,0,1,0,50.05017,0,0,1,0,0
"2255",5917,2.841584,0,1,0,25.48921,0,0,0,1,0
"2257",5925,5.177845,1,1,0,46.53788,0,0,1,0,0
"2258",5931,3.409901,0,1,0,16.30708,0,0,0,0,0
"2259",5937,5.599632,1,1,0,10.21074,0,0,0,0,0
"2261",5940,5.177845,1,1,0,47.66683,0,0,0,0,0
"2262",5945,0.9661386,0,1,0,7.952835,0,0,1,0,1
"2263",5952,5.433539,1,1,0,0.526844,0,0,1,0,0
"2264",5954,0.4179612,0,1,0,39.76418,0,0,1,0,1
"2268",5965,1.941221,0,1,0,34.06924,0,0,1,0,0
"2269",5973,5.599632,1,1,0,60.36127,0,0,1,0,0
"2270",5976,7.577558,0,1,0,37.10487,0,1,1,0,1
"2272",5983,5.599632,1,1,0,59.40792,0,0,1,0,1
"2273",5984,5.599632,1,1,0,94.40542,0,0,0,0,1
"2274",5985,5.433539,1,1,0,60.48671,0,0,1,0,1
"2275",5986,5.433539,1,1,0,37.68188,0,0,1,0,0
"2279",6008,0.6938155,0,1,0,74.58605,0,0,0,0,1
"2280",6012,5.433539,1,1,0,0.8278976,0,0,0,0,1
"2283",6017,3.051117,0,1,0,81.58555,0,1,1,0,0
"2284",6027,3.343689,0,1,0,13.3718,1,0,1,0,1
"2285",6028,0.6269417,0,1,0,38.08329,0,1,1,0,1
"2286",6030,0.4179612,0,1,0,2.684395,0,0,1,0,0
"2287",6036,1.275682,0,1,0,32.16257,0,0,1,0,1
"2288",6038,2.507767,0,1,0,33.04064,0,0,0,0,1
"2289",6039,0.7329173,0,1,0,31.76116,0,0,1,0,1
"2290",6040,2.925728,0,1,0,15.2283,0,0,1,0,0
"2291",6041,8.524753,0,1,0,59.20723,0,0,0,0,1
"2292",6042,5.218182,0,1,0,34.84697,1,0,1,0,1
"2293",6043,5.218182,0,1,0,10.41144,1,0,1,0,1
"2297",6054,2.371901,0,1,0,39.16207,1,0,0,0,1
"2298",6057,1.968678,0,1,0,49.84948,1,0,0,0,0
"2299",6058,3.55267,0,1,0,67.8876,1,0,1,0,1
"2300",6060,5.433539,1,1,0,10.43653,1,1,0,0,1
"2301",6061,1.253883,0,1,0,8.680382,0,1,1,1,0
"2303",6064,5.177845,1,1,0,64.30005,0,0,1,0,1
"2304",6065,3.557851,0,1,0,31.63573,1,1,0,0,0
"2305",6067,0.7103961,0,1,0,8.053185,0,0,0,0,1
"2306",6070,5.177845,1,1,0,62.79478,0,0,0,0,1
"2307",6071,7.10534,0,1,0,8.931259,1,1,1,0,1
"2308",6075,5.683168,0,1,0,28.8008,0,0,0,0,1
"2310",6085,2.841584,0,1,0,2.533869,0,0,0,0,0
"2311",6092,1.003107,0,1,0,19.01656,0,0,0,0,1
"2312",6093,1.003107,0,1,0,49.44807,0,0,0,0,1
"2314",6106,2.716748,0,1,0,2.659308,0,0,0,0,1
"2316",6111,2.134711,0,1,0,2.433517,0,0,0,0,0
"2317",6122,5.433539,1,1,0,12.92022,1,0,0,0,1
"2318",6124,5.929752,0,1,0,72.70447,1,0,0,0,0
"2319",6125,13.58374,0,1,0,49.39789,1,1,0,0,1
"2320",6129,4.032231,0,1,0,24.58605,0,0,1,0,0
"2321",6132,5.599632,1,1,0,28.92624,0,1,1,0,0
"2322",6139,5.433539,1,1,0,42.04716,0,0,1,0,1
"2323",6141,5.433539,1,1,0,27.99799,0,0,0,0,0
"2324",6144,4.925413,0,1,0,1.0286,0,0,0,0,0
"2325",6146,3.94052,0,1,0,8.780733,0,0,1,1,0
"2327",6158,4.735973,0,1,0,61.38986,1,0,1,0,0
"2328",6159,4.735973,0,1,0,69.36779,1,0,1,0,1
"2330",6163,5.177845,1,1,0,55.87054,0,0,1,0,1
"2332",6165,5.433539,1,1,0,36.30206,0,0,0,0,0
"2333",6167,3.427282,0,1,0,6.623181,0,0,0,0,0
"2334",6168,0.359934,0,1,0,36.001,0,0,1,0,0
"2335",6173,5.224514,0,1,0,47.7421,0,1,0,0,0
"2336",6176,2.016116,0,1,0,60.46162,1,1,0,0,1
"2337",6181,4.179612,0,1,0,12.84496,0,0,1,0,0
"2339",6194,4.767283,0,1,0,41.52032,0,0,1,0,1
"2340",6195,5.642476,0,1,0,33.21626,0,0,1,0,0
"2342",6198,5.433539,1,1,0,24.46061,0,0,0,0,1
"2344",6210,5.433539,1,1,0,13.89865,0,0,1,0,1
"2345",6214,2.273267,0,1,0,15.73005,0,0,1,0,1
"2346",6216,2.089806,0,1,0,14.82689,0,0,0,0,1
"2347",6217,0,0,1,0,12.69443,0,0,1,0,0
"2348",6218,2.089806,0,1,0,30.18063,0,0,0,0,1
"2350",6220,0.4743802,0,1,0,18.08831,0,0,1,0,0
"2352",6224,5.177845,1,1,0,8.354239,0,0,0,0,0
"2354",6227,5.599632,1,1,0,42.29804,0,0,1,0,1
"2355",6231,1.523235,0,1,0,47.19017,0,0,1,0,0
"2356",6238,5.433539,1,1,0,48.54491,0,0,1,0,1
"2357",6240,1.063889,0,1,0,11.66583,0,0,1,0,1
"2358",6245,3.277967,0,1,0,41.09383,0,0,1,0,1
"2360",6248,3.130909,0,1,0,52.75966,1,1,0,0,1
"2361",6249,5.177845,1,1,0,8.705469,0,0,0,0,0
"2362",6253,1.484598,0,1,0,26.86904,0,0,0,1,1
"2363",6254,1.484598,0,1,0,23.55745,0,0,0,1,0
"2364",6255,2.92482,1,1,0,57.02459,0,0,1,1,1
"2366",6262,2.371901,0,1,0,83.84345,0,0,1,0,1
"2367",6269,5.177845,1,0,0,39.01154,0,0,0,0,1
"2368",6270,1.420792,0,1,0,43.0005,0,0,1,1,1
"2370",6276,1.420792,0,1,0,8.605118,0,0,1,0,1
"2371",6277,1.202937,0,1,0,31.30958,0,0,1,0,1
"2372",6278,3.415537,0,1,0,80.13046,0,0,1,0,1
"2374",6287,3.947852,0,1,0,44.857,0,0,0,0,1
"2375",6289,1.149393,0,1,0,13.29654,0,0,1,0,1
"2376",6290,0.4722455,0,1,0,15.30356,0,0,1,0,0
"2377",6293,2.308571,0,1,0,4.515805,0,0,1,0,0
"2380",6298,1.776335,0,1,0,5.644756,0,0,0,0,0
"2381",6301,0.5416777,0,1,0,62.89513,0,0,0,0,1
"2382",6302,2.129294,0,1,0,16.70848,0,0,1,0,0
"2383",6304,2.728397,0,1,0,8.956347,0,0,0,0,0
"2384",6305,1.184053,0,1,0,6.046162,0,0,0,0,0
"2385",6311,1.787202,0,1,0,78.29904,0,0,1,0,1
"2386",6312,5.177845,1,1,0,16.23181,0,0,1,0,0
"2387",6314,1.136634,0,1,0,26.66834,0,0,0,0,1
"2388",6317,2.134711,0,1,0,12.29303,0,0,0,0,0
"2389",6318,3.134709,0,1,0,4.917211,0,0,1,0,1
"2391",6324,7.523301,0,1,0,57.2002,1,1,1,0,1
"2392",6326,2.089806,0,1,0,33.64275,0,0,0,0,0
"2393",6328,1.671845,0,0,0,49.54842,0,0,0,0,1
"2395",6331,0,0,0,0,32.38836,0,0,1,0,0
"2396",6335,2.925728,0,1,0,38.20873,0,0,1,0,1
"2397",6336,1.671845,0,1,0,8.228801,0,0,1,0,0
"2398",6339,1.495246,0,1,0,15.20321,0,0,1,0,0
"2399",6340,1.737345,0,1,0,10.98846,0,0,0,0,1
"2400",6342,0.4877607,0,1,0,11.91671,0,0,1,0,0
"2401",6343,1.462864,0,1,0,24.53588,0,0,1,0,0
"2402",6344,0.4269421,0,1,0,4.641244,0,0,1,0,0
"2403",6346,0.521336,0,1,0,18.48971,0,0,0,0,1
"2405",6350,5.433539,1,0,0,17.46111,0,0,1,0,0
"2408",6358,0.4179612,0,1,0,4.415454,0,0,1,0,0
"2409",6360,1.423141,0,1,0,1.379829,0,0,0,0,0
"2410",6363,0.8375942,0,1,0,17.88761,0,0,1,0,0
"2411",6364,1.591287,0,1,0,4.942298,0,0,1,0,0
"2413",6372,1.591287,0,1,0,21.50025,0,0,1,0,0
"2414",6373,0.6897488,0,1,0,23.05569,0,0,1,0,1
"2415",6376,2.609091,0,1,0,35.32363,0,0,1,0,0
"2416",6377,2.609091,0,1,0,40.5419,0,0,1,0,1
"2417",6379,3.514282,0,1,0,7.626694,0,0,1,0,1
"2418",6384,1.398059,0,1,0,27.29554,0,0,1,0,0
"2419",6385,1.398059,0,1,0,38.91119,0,0,1,0,0
"2420",6389,0.1894389,0,1,0,21.70095,0,0,1,0,0
"2421",6390,2.609091,0,1,0,16.93427,0,0,0,0,1
"2422",6391,5.015534,0,1,0,26.04114,0,0,0,0,1
"2423",6396,5.177845,1,1,0,7.651781,0,0,1,0,0
"2424",6397,1.897521,0,1,0,9.633718,0,0,1,0,0
"2426",6402,1.326073,0,1,0,63.3718,0,0,0,0,1
"2428",6406,4.743802,0,1,0,21.95183,0,0,0,0,1
"2429",6407,5.177845,1,1,0,8.479679,0,0,1,0,0
"2430",6408,4.597573,0,1,0,20.92323,0,0,1,0,0
"2431",6409,2.846281,0,1,0,43.95384,0,0,1,0,0
"2432",6411,3.788779,0,1,0,88.91119,0,0,0,1,1
"2433",6412,0.1660331,0,1,0,21.14902,0,0,1,0,0
"2435",6418,5.599632,1,1,0,60.06021,0,0,1,0,0
"2437",6421,5.433539,1,1,0,25.99097,0,0,0,0,0
"2438",6427,1.817295,0,1,0,8.178625,0,0,1,0,0
"2440",6433,3.134709,0,1,0,20.54692,0,0,0,0,1
"2442",6439,5.015534,0,0,0,12.3432,0,0,0,0,0
"2443",6440,2.089806,0,1,0,5.569493,0,0,0,0,0
"2446",6447,1.220656,0,0,0,55.06774,0,0,0,1,1
"2448",6453,0.4179612,0,1,0,12.36829,0,0,0,0,0
"2450",6455,5.433539,1,1,0,35.72504,0,0,1,0,1
"2451",6456,3.557851,0,1,0,90.39137,0,0,0,0,1
"2452",6459,1.914659,0,1,0,66.30708,0,0,1,0,1
"2456",6467,4.597573,0,1,0,13.87356,0,0,0,0,0
"2457",6468,1.326073,0,1,0,40.99348,0,0,0,0,0
"2458",6469,2.371901,0,1,0,49.49825,0,0,0,0,1
"2459",6486,2.846281,0,1,0,18.01304,0,0,1,0,0
"2461",6491,1.390171,0,1,0,43.07576,0,1,0,1,1
"2462",6495,3.083471,0,1,0,27.9729,0,0,0,0,0
