iduser,pop57,edfa57q,edmo57q,sesp57,hsdm57,hsrankq,tchevl,gwiiq_bm,relfml,milty,mlentr,mx014rer,mx015rer,iduser0,sexrsp,packyears,edfa57qmis,edmo57qmis,sesp57mis,hsrankqmis
323001,6,13,16,4,3,88,0,121,43,1,4,20,0,1,,0,0,0,0,0
323002,6,18,7,5,3,39,0,117,39,0,-2,20,1,1,,20,0,0,0,0
323004,6,10,12,3,3,17,0,87,43,0,-2,16,2,1,,32,0,0,0,0
323007,6,12,12,3,3,2,0,107,1,1,1,32,0,1,,0,0,0,0,0
323011,6,7,7,3,3,17,0,99,1,0,-2,40,1,1,,40,0,0,0,0
323012,6,12,12,3,3,18,0,107,1,1,4,0,0,1,,0,0,0,0,0
323013,6,7,12,4,3,50,0,104,39,1,2,0,0,1,,0,0,0,0,0
323016,6,12,12,4,3,17,0,123,1,1,2,12,0,1,,0,0,0,0,0
323021,6,10,12,4,3,68,0,98,39,0,-2,19,1,1,,19,0,0,0,0
323022,6,7,14,3,3,42,0,118,1,1,2,0,0,1,,0,0,0,0,0
323034,6,10,12,3,3,18,0,96,39,1,2,0,0,1,,0,0,0,0,0
323039,6,7,-1,4,3,29,0,93,96,0,-2,0,0,1,,0,0,1,0,0
323048,6,18,18,4,3,87,0,109,43,1,4,0,0,1,,0,0,0,0,0
323051,6,10,10,3,3,10,0,109,39,0,-2,20,1,1,,20,0,0,0,0
323054,6,12,14,-3,3,68,0,85,38,0,-2,0,0,1,,0,0,0,1,0
323060,6,16,16,3,3,45,0,107,1,1,2,10,1,1,,10,0,0,0,0
323061,6,7,7,4,3,2,0,123,1,1,2,38,1,1,,38,0,0,0,0
323062,6,14,14,4,3,53,0,102,43,1,1,0,0,1,,0,0,0,0,0
323064,6,12,14,3,3,31,0,104,39,1,2,25,2,1,,50,0,0,0,0
323066,6,7,10,3,3,42,0,96,39,1,2,30,1,1,,30,0,0,0,0
323068,6,7,7,3,3,39,0,86,1,0,-2,8,0,1,,0,0,0,0,0
323069,6,10,12,4,3,6,0,104,96,0,-2,4,0,1,,0,0,0,0,0
323074,6,10,-3,3,3,5,0,109,41,1,2,12,0,1,,0,0,1,0,0
323075,6,-1,10,3,3,13,0,76,38,1,2,15,2,1,,30,1,0,0,0
323076,6,-1,-1,3,3,10,0,99,39,0,-2,0,0,1,,0,1,1,0,0
323085,6,12,12,3,3,5,0,91,1,1,2,0,0,1,,0,0,0,0,0
323088,6,12,12,3,3,21,0,109,1,0,-2,30,3,1,,90,0,0,0,0
323090,6,10,10,3,3,76,0,115,41,0,-2,10,1,1,,10,0,0,0,0
323098,6,10,10,3,3,45,0,77,39,1,2,0,0,1,,0,0,0,0,0
323100,6,16,10,4,3,42,0,133,39,1,2,7,1,1,,7,0,0,0,0
323101,6,12,12,3,3,23,0,139,44,0,-2,32,2,1,,64,0,0,0,0
323102,6,16,14,5,3,10,0,89,7,0,-2,0,0,1,,0,0,0,0,0
324002,2,7,12,3,3,19,0,103,38,0,-2,5,0,1,,0,0,0,0,0
324005,2,7,10,3,3,0,0,77,38,1,2,20,0,1,,0,0,0,0,0
324006,2,7,16,3,3,15,0,101,96,0,-2,0,0,1,,0,0,0,0,0
325005,3,7,10,3,3,38,0,97,1,1,2,26,2,1,,52,0,0,0,0
325009,3,7,10,2,3,71,0,113,39,1,2,35,1,1,,35,0,0,0,0
325013,3,7,7,3,3,52,0,94,39,1,2,0,0,1,,0,0,0,0,0
325015,3,7,7,2,3,25,0,87,1,1,2,0,0,1,,0,0,0,0,0
326001,2,7,13,-3,3,0,0,97,43,0,-2,30,1,1,,30,0,0,1,0
326002,2,10,7,3,3,20,0,93,21,0,-2,0,0,1,,0,0,0,0,0
327006,4,12,16,4,3,94,1,99,40,1,4,0,0,1,,0,0,0,0,0
327007,4,7,14,3,3,91,0,117,39,0,-2,15,1,1,,15,0,0,0,0
327008,4,7,-1,3,3,16,0,85,39,1,2,0,0,1,,0,0,1,0,0
327009,4,16,12,4,3,89,0,109,39,1,2,3,0,1,,0,0,0,0,0
327021,4,-1,12,3,3,53,0,99,39,0,-2,0,0,1,,0,1,0,0,0
327025,4,16,16,4,3,85,1,129,40,0,-2,35,3,1,,105,0,0,0,0
327027,4,13,10,2,3,73,0,101,39,1,1,0,0,1,,0,0,0,0,0
327028,4,12,12,3,3,80,0,102,40,0,-2,0,0,1,,0,0,0,0,0
327032,4,-3,13,2,3,88,0,104,43,0,-2,0,0,1,,0,1,0,0,0
327035,4,12,12,3,3,99,1,117,39,0,-2,0,0,1,,0,0,0,0,0
327037,4,12,12,4,3,8,0,85,39,0,-2,30,1,1,,30,0,0,0,0
328002,3,10,12,3,3,19,0,93,1,0,-2,0,0,1,,0,0,0,0,0
328003,3,-1,14,3,3,21,0,99,43,0,-2,15,2,1,,30,1,0,0,0
328004,3,7,12,3,3,64,0,127,43,0,-2,0,0,1,,0,0,0,0,0
328006,3,16,13,3,3,77,0,96,1,0,-2,20,0,1,,0,0,0,0,0
329007,4,7,13,4,3,83,1,109,43,0,-2,25,2,1,,50,0,0,0,0
329010,4,7,10,3,3,94,1,117,1,0,-2,3,0,1,,0,0,0,0,0
329015,4,12,12,3,3,29,0,96,43,1,2,1,2,1,,2,0,0,0,0
329016,4,12,10,3,3,71,0,102,43,0,-2,0,0,1,,0,0,0,0,0
329020,4,14,10,3,3,1,0,92,39,1,2,15,1,1,,15,0,0,0,0
330003,2,13,13,3,3,50,0,120,43,0,-2,0,0,1,,0,0,0,0,0
330004,2,10,10,3,3,89,0,109,43,0,-2,10,3,1,,30,0,0,0,0
331001,4,14,16,3,3,63,0,115,43,0,-2,0,0,1,,0,0,0,0,0
331002,4,7,10,3,3,42,0,96,39,1,1,0,0,1,,0,0,0,0,0
331003,4,7,7,3,3,2,0,77,39,0,-2,15,1,1,,15,0,0,0,0
331004,4,13,12,3,3,84,0,104,39,0,-2,4,1,1,,4,0,0,0,0
331014,4,12,13,3,3,48,0,99,43,1,2,34,2,1,,68,0,0,0,0
331015,4,10,16,5,3,44,0,98,39,1,2,40,3,1,,120,0,0,0,0
332001,2,7,7,3,3,58,0,129,39,1,1,35,1,1,,35,0,0,0,0
332007,2,13,12,4,3,85,0,120,39,1,2,0,0,1,,0,0,0,0,0
333003,5,12,12,3,3,18,0,86,1,1,2,0,0,1,,0,0,0,0,0
333011,5,18,12,4,3,29,0,99,40,0,-2,34,0,1,,0,0,0,0,0
333013,5,13,7,3,3,33,0,86,39,0,-2,0,0,1,,0,0,0,0,0
333021,5,12,12,3,3,5,0,81,39,0,-2,5,1,1,,5,0,0,0,0
333023,5,7,7,3,3,74,0,97,1,0,-2,30,1,1,,30,0,0,0,0
333024,5,-1,-1,3,3,74,0,99,1,0,-2,0,0,1,,0,1,1,0,0
333028,5,7,12,3,3,63,0,101,43,1,2,0,0,1,,0,0,0,0,0
333031,5,13,10,4,3,41,0,99,1,1,2,15,0,1,,0,0,0,0,0
333033,5,13,7,3,3,41,0,93,39,0,-2,0,0,1,,0,0,0,0,0
333035,5,7,7,3,3,72,0,101,39,0,-2,0,0,1,,0,0,0,0,0
333036,5,7,7,2,3,18,0,85,39,0,-2,0,0,1,,0,0,0,0,0
333038,5,-3,-3,3,3,20,0,76,1,0,-2,0,0,1,,0,1,1,0,0
333039,5,7,7,-3,3,4,0,88,39,1,2,0,0,1,,0,0,0,1,0
333042,5,12,12,4,3,41,0,92,1,0,-2,0,0,1,,0,0,0,0,0
333043,5,12,12,3,3,12,0,124,1,1,2,25,0,1,,0,0,0,0,0
333046,5,12,7,3,3,18,0,99,39,1,2,0,0,1,,0,0,0,0,0
334002,9,7,7,4,1,35,0,92,1,0,-2,0,0,1,,0,0,0,0,0
334003,9,14,12,3,1,74,0,98,1,0,-2,15,1,1,,15,0,0,0,0
334007,9,7,10,3,1,3,0,92,1,1,2,0,0,1,,0,0,0,0,0
334010,9,10,7,3,1,94,1,118,1,0,-2,30,1,1,,30,0,0,0,0
334011,9,10,10,3,1,21,0,96,1,0,-2,0,0,1,,0,0,0,0,0
334015,9,7,12,3,1,30,0,123,1,1,2,22,3,1,,66,0,0,0,0
334017,9,16,16,4,1,9,0,111,1,0,-2,0,0,1,,0,0,0,0,0
334018,9,7,10,4,1,19,0,96,1,1,2,35,2,1,,70,0,0,0,0
334019,9,13,12,3,1,13,0,94,1,1,2,35,0,1,,0,0,0,0,0
334021,9,12,10,3,1,85,0,117,1,0,-2,30,2,1,,60,0,0,0,0
334022,9,13,13,4,1,62,0,109,1,1,4,32,1,1,,32,0,0,0,0
334025,9,12,10,3,1,61,0,113,1,0,-2,0,0,1,,0,0,0,0,0
334026,9,10,7,3,1,70,0,111,1,1,2,40,1,1,,40,0,0,0,0
334034,9,7,12,3,1,99,0,125,1,1,4,0,0,1,,0,0,0,0,0
334035,9,7,7,3,1,51,0,106,1,0,-2,0,0,1,,0,0,0,0,0
334036,9,7,7,3,1,95,0,121,1,1,2,0,0,1,,0,0,0,0,0
334038,9,13,13,3,1,27,0,93,1,0,-2,25,2,1,,50,0,0,0,0
334039,9,7,7,4,1,98,0,124,1,0,-2,0,0,1,,0,0,0,0,0
334041,9,14,10,3,1,72,0,93,1,0,-2,0,0,1,,0,0,0,0,0
334043,9,7,7,4,1,62,0,103,1,1,2,0,0,1,,0,0,0,0,0
334045,9,12,14,-3,1,5,0,96,1,1,2,0,0,1,,0,0,0,1,0
334048,9,13,7,4,1,91,0,123,1,0,-2,0,0,1,,0,0,0,0,0
334049,9,7,7,2,1,10,0,102,1,1,2,36,2,1,,72,0,0,0,0
334052,9,16,12,3,1,55,0,106,1,0,-2,0,0,1,,0,0,0,0,0
334053,9,12,12,3,1,28,0,101,1,0,-2,20,1,1,,20,0,0,0,0
334054,9,14,12,4,1,12,0,98,1,1,1,30,2,1,,60,0,0,0,0
334055,9,10,7,3,1,48,0,106,1,0,-2,6,2,1,,12,0,0,0,0
335012,3,12,13,2,3,74,0,124,19,0,-2,0,0,1,,0,0,0,0,0
335013,3,7,13,3,3,36,0,99,39,1,2,0,0,1,,0,0,0,0,0
335016,3,7,-3,3,3,62,1,112,40,0,-2,0,0,1,,0,0,1,0,0
336005,2,7,14,3,3,24,0,81,43,1,2,32,0,1,,0,0,0,0,0
337001,2,-1,10,3,3,18,0,97,40,1,2,3,1,1,,3,1,0,0,0
337003,2,7,12,3,3,73,0,97,1,1,2,0,0,1,,0,0,0,0,0
338008,6,13,12,3,3,70,0,111,1,1,2,10,0,1,,0,0,0,0,0
338010,6,12,12,4,3,68,0,107,39,1,2,8,1,1,,8,0,0,0,0
338011,6,12,7,3,3,82,0,118,1,0,-2,10,1,1,,10,0,0,0,0
338013,6,7,10,3,3,81,1,129,18,1,2,6,0,1,,0,0,0,0,0
338019,6,13,12,3,3,21,0,93,39,1,2,25,3,1,,75,0,0,0,0
338022,6,10,12,3,3,65,1,103,39,1,4,0,0,1,,0,0,0,0,0
338026,6,13,10,2,3,77,0,96,1,1,2,30,1,1,,30,0,0,0,0
338030,6,7,13,3,3,58,0,97,39,0,-2,0,0,1,,0,0,0,0,0
338033,6,7,10,3,3,20,0,99,96,1,2,40,1,1,,40,0,0,0,0
338037,6,12,12,3,3,31,0,98,39,1,2,10,1,1,,10,0,0,0,0
338038,6,10,7,3,3,44,0,109,39,1,2,8,1,1,,8,0,0,0,0
338039,6,7,7,3,3,45,0,96,39,0,-2,0,0,1,,0,0,0,0,0
338044,6,14,12,3,3,68,0,101,39,1,2,0,0,1,,0,0,0,0,0
338049,6,7,7,3,3,48,0,76,39,1,2,0,0,1,,0,0,0,0,0
338054,6,12,13,4,3,75,0,113,39,0,-2,30,5,1,,150,0,0,0,0
338055,6,13,7,3,3,4,0,92,1,1,2,17,1,1,,17,0,0,0,0
338061,6,14,10,3,3,39,0,109,1,0,-2,0,0,1,,0,0,0,0,0
338066,6,10,10,3,3,16,0,92,43,1,2,10,1,1,,10,0,0,0,0
338067,6,14,12,4,3,93,1,129,38,1,2,30,2,1,,60,0,0,0,0
338069,6,10,10,3,3,86,0,96,39,1,2,0,0,1,,0,0,0,0,0
338071,6,7,12,4,3,20,0,88,43,1,1,20,3,1,,60,0,0,0,0
338072,6,10,10,3,3,25,0,94,39,0,-2,17,1,1,,17,0,0,0,0
338074,6,10,12,4,3,45,0,112,39,1,2,12,2,1,,24,0,0,0,0
338081,6,10,10,4,3,49,0,93,43,0,-2,0,0,1,,0,0,0,0,0
339001,2,-1,-1,3,3,45,0,94,1,0,-2,38,1,1,,38,1,1,0,0
339005,2,7,16,3,3,40,0,107,39,0,-2,4,2,1,,8,0,0,0,0
339006,2,7,7,4,3,6,0,76,1,1,2,12,1,1,,12,0,0,0,0
340006,9,7,7,2,3,33,0,103,39,0,-2,30,2,1,,60,0,0,0,0
340008,9,7,7,3,3,55,0,107,39,0,-2,8,0,1,,0,0,0,0,0
340009,9,-1,13,3,3,88,1,121,7,1,1,0,0,1,,0,1,0,0,0
340011,9,12,12,4,3,40,0,109,39,0,-2,30,2,1,,60,0,0,0,0
340015,9,16,12,4,3,75,0,107,7,0,-2,0,0,1,,0,0,0,0,0
340020,9,14,14,2,3,64,0,124,7,1,2,36,1,1,,36,0,0,0,0
340027,9,12,10,4,3,94,1,124,7,0,-2,30,2,1,,60,0,0,0,0
340028,9,7,7,4,3,41,0,125,39,1,2,0,0,1,,0,0,0,0,0
340035,9,10,12,4,3,58,1,112,39,1,4,0,0,1,,0,0,0,0,0
340039,9,13,12,2,3,77,1,99,7,0,-2,43,5,1,,215,0,0,0,0
340041,9,16,12,3,3,93,1,127,40,0,-2,0,0,1,,0,0,0,0,0
340042,9,16,12,3,3,90,1,112,39,0,-2,10,1,1,,10,0,0,0,0
340052,9,13,12,3,3,15,0,113,43,0,-2,0,0,1,,0,0,0,0,0
340054,9,14,14,3,3,62,0,118,39,0,-2,0,0,1,,0,0,0,0,0
340064,9,13,12,3,3,10,0,76,39,1,1,30,2,1,,60,0,0,0,0
340067,9,13,12,3,3,6,0,107,39,1,1,22,1,1,,22,0,0,0,0
340069,9,14,12,4,3,82,1,118,7,0,-2,4,0,1,,0,0,0,0,0
340082,9,16,12,3,3,14,1,109,1,1,2,30,1,1,,30,0,0,0,0
340083,9,12,12,3,3,19,0,133,39,0,-2,30,1,1,,30,0,0,0,0
340084,9,10,14,3,3,15,0,109,39,0,-2,0,0,1,,0,0,0,0,0
340102,9,10,10,3,3,1,0,111,1,1,2,40,1,1,,40,0,0,0,0
340121,9,12,14,4,3,91,1,101,39,0,-2,36,1,1,,36,0,0,0,0
340124,9,18,12,3,3,16,0,75,39,0,-2,0,0,1,,0,0,0,0,0
340125,9,7,7,3,3,6,0,102,39,1,2,34,1,1,,34,0,0,0,0
340130,9,-1,12,3,3,54,0,99,1,1,1,0,0,1,,0,1,0,0,0
340133,9,13,12,4,3,34,0,117,7,0,-2,10,2,1,,20,0,0,0,0
340136,9,18,14,3,3,94,1,111,39,0,-2,0,0,1,,0,0,0,0,0
340137,9,14,14,4,3,87,0,109,43,0,-2,0,0,1,,0,0,0,0,0
340140,9,16,12,3,3,37,0,115,41,1,2,5,1,1,,5,0,0,0,0
341001,2,13,7,3,3,8,0,88,40,1,2,35,2,1,,70,0,0,0,0
342006,2,7,10,-3,3,32,1,83,1,1,2,24,1,1,,24,0,0,1,0
342014,2,7,12,3,3,66,0,112,1,1,2,3,1,1,,3,0,0,0,0
343001,2,7,7,-3,3,63,0,106,1,0,-2,20,0,1,,0,0,0,1,0
343002,2,12,16,2,3,37,0,104,43,1,1,7,1,1,,7,0,0,0,0
343003,2,12,10,3,3,89,0,115,39,1,2,26,1,1,,26,0,0,0,0
344001,2,7,7,2,3,79,1,139,1,0,-2,6,1,1,,6,0,0,0,0
344003,2,7,7,3,3,55,0,99,1,0,-2,0,0,1,,0,0,0,0,0
344005,2,12,7,3,3,89,1,120,39,1,2,3,0,1,,0,0,0,0,0
344007,2,-3,-3,3,3,34,0,85,39,0,-2,6,1,1,,6,1,1,0,0
344010,2,7,7,3,3,0,0,86,1,0,-2,30,2,1,,60,0,0,0,0
345002,2,7,7,3,3,0,0,85,1,1,2,0,0,1,,0,0,0,0,0
345003,2,7,12,3,3,15,0,87,39,1,2,25,0,1,,0,0,0,0,0
345005,2,7,12,3,3,60,0,106,21,1,2,35,0,1,,0,0,0,0,0
346002,3,12,7,4,3,82,0,104,43,0,-2,34,1,1,,34,0,0,0,0
346006,3,7,7,3,3,10,0,83,39,1,2,35,1,1,,35,0,0,0,0
346009,3,7,12,4,3,28,0,76,96,0,-2,10,4,1,,40,0,0,0,0
346016,3,12,12,4,3,42,0,83,40,1,2,0,0,1,,0,0,0,0,0
346021,3,7,10,4,3,61,0,97,39,1,1,0,0,1,,0,0,0,0,0
346022,3,12,13,3,3,74,0,115,43,0,-2,11,1,1,,11,0,0,0,0
346024,3,7,10,3,3,2,0,67,43,0,-2,0,0,1,,0,0,0,0,0
347008,2,10,10,3,3,35,0,113,39,1,2,0,0,1,,0,0,0,0,0
347009,2,7,7,3,3,45,0,109,39,1,2,25,1,1,,25,0,0,0,0
347010,2,10,12,3,3,74,0,129,1,1,2,0,0,1,,0,0,0,0,0
347011,2,7,7,3,3,39,0,121,39,1,2,10,1,1,,10,0,0,0,0
348003,3,7,7,3,3,15,0,88,39,1,1,2,1,1,,2,0,0,0,0
348006,3,7,7,3,3,12,0,104,39,0,-2,25,2,1,,50,0,0,0,0
349005,3,-1,12,3,3,56,0,96,39,0,-2,40,2,1,,80,1,0,0,0
350003,3,-3,10,3,3,2,0,99,39,1,2,20,2,1,,40,1,0,0,0
350004,3,14,16,3,3,18,0,81,39,1,2,0,0,1,,0,0,0,0,0
350005,3,12,12,3,3,82,0,113,39,0,-2,0,0,1,,0,0,0,0,0
351010,2,10,7,3,3,9,0,89,44,1,2,5,1,1,,5,0,0,0,0
351012,2,7,10,3,3,11,0,91,39,1,2,15,1,1,,15,0,0,0,0
351014,2,7,12,3,3,39,0,92,39,0,-2,0,0,1,,0,0,0,0,0
351015,2,7,12,3,3,54,0,120,39,0,-2,15,2,1,,30,0,0,0,0
352002,4,-1,-1,3,3,27,0,86,39,0,-2,0,0,1,,0,1,1,0,0
352005,4,7,12,4,3,39,0,86,43,0,-2,0,0,1,,0,0,0,0,0
352007,4,10,14,3,3,57,0,88,1,0,-2,17,1,1,,17,0,0,0,0
352009,4,10,12,3,3,54,0,101,43,1,2,20,0,1,,0,0,0,0,0
352017,4,12,7,4,3,35,0,91,96,1,2,10,1,1,,10,0,0,0,0
352019,4,10,12,3,3,44,0,97,39,1,2,35,1,1,,35,0,0,0,0
352021,4,7,12,2,3,91,1,133,39,0,-2,0,0,1,,0,0,0,0,0
352023,4,10,12,4,3,30,0,77,21,1,1,0,0,1,,0,0,0,0,0
352024,4,7,7,-3,3,11,0,91,40,1,1,2,2,1,,4,0,0,1,0
352027,4,-3,12,2,3,99,1,96,21,0,-2,0,0,1,,0,1,0,0,0
352033,4,10,12,3,3,56,0,115,18,1,2,33,2,1,,66,0,0,0,0
353001,2,10,10,3,3,26,0,97,40,1,2,0,0,1,,0,0,0,0,0
353002,2,12,16,3,3,53,0,96,1,0,-2,30,6,1,,180,0,0,0,0
354005,4,7,13,3,3,90,1,93,1,0,-2,0,0,1,,0,0,0,0,0
354013,4,12,7,3,3,62,0,102,39,1,2,30,1,1,,30,0,0,0,0
354018,4,13,12,3,3,28,0,88,1,0,-2,12,0,1,,0,0,0,0,0
354021,4,14,12,5,3,54,0,113,39,0,-2,23,1,1,,23,0,0,0,0
354025,4,10,12,3,3,17,0,102,39,0,-2,20,3,1,,60,0,0,0,0
354026,4,12,12,3,3,52,0,92,39,1,2,0,0,1,,0,0,0,0,0
354028,4,7,7,3,3,14,0,98,39,0,-2,23,2,1,,46,0,0,0,0
354029,4,12,10,4,3,0,0,82,39,1,1,36,1,1,,36,0,0,0,0
354031,4,13,7,4,3,40,0,112,39,0,-2,8,1,1,,8,0,0,0,0
354033,4,12,10,3,3,-3,0,107,1,1,2,39,1,1,,39,0,0,0,1
355006,3,7,7,3,3,72,0,104,43,1,2,30,1,1,,30,0,0,0,0
356002,7,12,12,4,3,-3,0,113,39,1,4,13,1,1,,13,0,0,0,1
356006,7,10,10,4,3,97,0,106,1,1,2,20,1,1,,20,0,0,0,0
356007,7,12,10,3,3,-3,0,112,96,0,-2,0,0,1,,0,0,0,0,1
356008,7,12,10,4,3,-3,0,91,39,1,1,0,0,1,,0,0,0,0,1
356011,7,-1,-1,3,3,13,0,92,39,1,2,20,2,1,,40,1,1,0,0
356014,7,-1,-1,-3,3,37,0,91,96,0,-2,27,2,1,,54,1,1,1,0
356016,7,14,14,3,3,-3,0,125,96,0,-2,35,1,1,,35,0,0,0,1
356017,7,10,12,4,3,49,0,94,68,1,4,30,3,1,,90,0,0,0,0
356020,7,12,12,3,3,47,0,97,1,1,1,10,0,1,,0,0,0,0,0
356025,7,-1,-1,3,3,26,0,99,1,1,1,5,2,1,,10,1,1,0,0
356030,7,7,12,4,3,-3,0,104,1,0,-2,0,0,1,,0,0,0,0,1
356034,7,10,12,3,3,1,0,82,1,1,2,0,0,1,,0,0,0,0,0
356039,7,7,7,3,3,-3,0,94,1,0,-2,0,0,1,,0,0,0,0,1
356044,7,16,10,3,3,57,0,118,43,1,2,0,0,1,,0,0,0,0,0
356049,7,7,7,3,3,-3,0,107,39,0,-2,15,2,1,,30,0,0,0,1
357001,2,7,7,3,3,40,0,94,39,0,-2,0,0,1,,0,0,0,0,0
357003,2,10,12,3,3,9,0,87,1,0,-2,5,1,1,,5,0,0,0,0
357009,2,14,16,3,3,83,0,117,38,0,-2,35,1,1,,35,0,0,0,0
357010,2,12,12,3,3,26,0,107,39,1,1,30,1,1,,30,0,0,0,0
358001,4,13,12,3,3,12,0,97,1,1,2,30,1,1,,30,0,0,0,0
358004,4,16,12,4,3,56,1,109,1,0,-2,36,1,1,,36,0,0,0,0
358006,4,10,12,3,3,84,1,129,1,0,-2,10,0,1,,0,0,0,0,0
358007,4,10,-1,-3,3,14,0,102,39,0,-2,38,1,1,,38,0,1,1,0
358010,4,7,12,3,3,39,1,75,44,0,-2,0,0,1,,0,0,0,0,0
358011,4,-3,12,3,3,1,0,75,43,1,2,33,2,1,,66,1,0,0,0
358016,4,7,12,3,3,78,1,127,1,1,4,0,0,1,,0,0,0,0,0
358022,4,7,10,3,3,16,0,91,40,1,2,35,2,1,,70,0,0,0,0
358023,4,7,7,3,3,72,1,92,39,0,-2,11,1,1,,11,0,0,0,0
358024,4,12,12,4,3,31,0,106,1,1,2,14,0,1,,0,0,0,0,0
358029,4,7,7,4,3,0,0,91,39,1,2,20,2,1,,40,0,0,0,0
359003,5,7,7,3,3,21,0,109,1,0,-2,0,0,1,,0,0,0,0,0
359005,5,10,12,3,3,61,0,101,43,1,2,30,2,1,,60,0,0,0,0
359008,5,13,16,4,3,99,1,129,43,1,4,0,0,1,,0,0,0,0,0
359015,5,12,12,4,3,54,0,98,38,1,1,30,1,1,,30,0,0,0,0
359018,5,12,16,-3,3,16,0,79,1,0,-2,19,1,1,,19,0,0,1,0
359021,5,7,7,4,3,29,0,101,41,1,2,0,0,1,,0,0,0,0,0
359023,5,12,12,3,3,11,0,109,38,1,2,40,1,1,,40,0,0,0,0
359025,5,13,13,3,3,31,0,109,39,1,2,20,0,1,,0,0,0,0,0
359027,5,7,10,3,3,13,0,83,39,1,2,20,1,1,,20,0,0,0,0
359035,5,10,12,3,3,67,0,88,43,1,2,10,1,1,,10,0,0,0,0
359040,5,-1,12,4,3,48,0,111,39,1,2,20,1,1,,20,1,0,0,0
360002,2,10,10,3,3,0,0,91,1,0,-2,25,0,1,,0,0,0,0,0
360007,2,7,16,3,3,72,0,103,1,0,-2,0,0,1,,0,0,0,0,0
361001,2,7,12,3,3,-3,0,98,39,1,2,17,1,1,,17,0,0,0,1
361002,2,-1,7,-3,3,14,0,73,39,0,-2,0,0,1,,0,1,0,1,0
361005,2,7,7,3,3,57,0,75,43,0,-2,5,0,1,,0,0,0,0,0
361007,2,7,7,2,3,-3,0,97,39,1,2,12,2,1,,24,0,0,0,1
362002,5,12,10,3,1,9,0,88,1,0,-2,25,2,1,,50,0,0,0,0
362004,5,-3,10,3,1,24,0,89,1,1,2,0,0,1,,0,1,0,0,0
362009,5,18,14,4,1,41,0,91,1,1,2,15,2,1,,30,0,0,0,0
362013,5,12,16,3,1,48,0,112,1,0,-2,0,0,1,,0,0,0,0,0
362015,5,12,12,4,1,22,0,85,1,1,2,20,1,1,,20,0,0,0,0
363001,3,7,12,4,3,5,0,107,44,1,2,25,1,1,,25,0,0,0,0
363005,3,16,10,3,3,77,0,107,43,0,-2,0,0,1,,0,0,0,0,0
363010,3,7,14,3,3,69,1,113,96,1,4,0,0,1,,0,0,0,0,0
364004,2,7,10,-3,3,19,0,78,39,1,2,30,1,1,,30,0,0,1,0
366007,3,10,10,3,3,75,1,98,39,0,-2,15,1,1,,15,0,0,0,0
366008,3,7,7,3,3,96,1,139,39,0,-2,32,2,1,,64,0,0,0,0
366009,3,10,7,3,3,25,0,96,39,0,-2,8,1,1,,8,0,0,0,0
366014,3,7,7,3,3,98,1,125,39,0,-2,32,1,1,,32,0,0,0,0
366016,3,10,12,3,3,84,1,121,39,0,-2,0,0,1,,0,0,0,0,0
367001,4,12,14,3,3,66,0,115,43,0,-2,0,0,1,,0,0,0,0,0
367002,4,13,13,3,3,97,1,121,1,1,4,0,0,1,,0,0,0,0,0
367009,4,12,16,3,3,41,0,99,43,0,-2,0,0,1,,0,0,0,0,0
367012,4,7,13,3,3,22,0,78,39,1,2,14,3,1,,42,0,0,0,0
367016,4,7,7,3,3,11,0,86,39,0,-2,0,0,1,,0,0,0,0,0
367017,4,16,12,3,3,0,0,92,39,1,2,29,1,1,,29,0,0,0,0
367018,4,7,12,2,3,6,0,99,40,0,-2,35,1,1,,35,0,0,0,0
368008,2,7,7,3,3,24,0,85,39,0,-2,35,2,1,,70,0,0,0,0
368010,2,7,14,3,3,32,0,79,39,0,-2,33,3,1,,99,0,0,0,0
369002,4,10,12,3,3,78,0,113,39,0,-2,0,0,1,,0,0,0,0,0
369005,4,13,-1,3,3,50,0,97,39,1,2,28,1,1,,28,0,1,0,0
369009,4,10,12,3,3,39,0,123,1,0,-2,12,2,1,,24,0,0,0,0
369010,4,7,12,4,3,20,0,107,39,1,2,10,1,1,,10,0,0,0,0
369016,4,10,12,4,3,47,0,102,96,1,2,0,0,1,,0,0,0,0,0
369018,4,12,7,4,3,81,0,120,39,0,-2,0,0,1,,0,0,0,0,0
369020,4,7,10,3,3,38,0,107,1,0,-2,0,0,1,,0,0,0,0,0
370003,3,7,7,3,3,27,0,96,1,1,2,21,2,1,,42,0,0,0,0
370005,3,12,12,4,3,86,0,96,39,1,1,0,0,1,,0,0,0,0,0
370008,3,7,13,3,3,71,0,85,39,0,-2,0,0,1,,0,0,0,0,0
370010,3,7,7,4,3,22,0,93,1,1,2,22,1,1,,22,0,0,0,0
370016,3,10,10,3,3,17,0,88,1,0,-2,15,1,1,,15,0,0,0,0
370030,3,14,7,3,3,87,1,92,1,0,-2,10,0,1,,0,0,0,0,0
371003,2,16,16,3,3,-3,0,111,43,1,1,18,2,1,,36,0,0,0,1
372017,9,7,12,3,1,61,0,92,1,0,-2,0,0,1,,0,0,0,0,0
372020,9,14,12,3,1,34,0,112,1,1,4,0,0,1,,0,0,0,0,0
372021,9,7,7,3,1,19,0,96,1,1,1,26,3,1,,78,0,0,0,0
372025,9,10,10,-3,1,25,0,102,1,1,2,35,2,1,,70,0,0,1,0
372026,9,7,13,3,1,72,0,106,1,0,-2,0,0,1,,0,0,0,0,0
372027,9,12,-1,3,1,22,0,86,1,1,2,21,1,1,,21,0,1,0,0
